,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.64,0.03,0.75,0.67,0.82,0.74,0.43,0.63,0.42,0.59,0.96,0.67,0.69,0.49
carabiner.csv,0.73,0.77,0.72,0.79,0.86,0.0,0.81,0.79,0.43,0.74,0.63,0.64,0.7,0.57
elvishrayrenderer.csv,0.83,0.55,0.98,0.73,0.86,0.59,1.0,0.84,0.94,0.7,0.66,0.85,0.0,0.71
fleet-simulator.csv,0.94,0.62,0.91,0.84,0.54,0.79,1.0,0.7,0.0,0.78,0.6,0.62,0.89,0.54
gmerlin.csv,0.79,0.9,0.79,0.89,0.82,0.96,0.84,0.12,0.87,0.86,0.57,0.72,0.8,1.0
gnome-jabber.csv,0.85,1.0,0.81,0.92,0.64,0.97,0.4,0.8,0.79,0.94,0.85,0.85,0.87,0.88
ipfilter.csv,0.57,0.8,0.75,0.91,0.68,0.63,1.02,0.81,0.91,0.0,0.95,0.84,0.95,0.7
irplus.csv,0.42,0.8,0.54,0.12,0.74,0.96,0.9,0.61,0.94,0.59,0.68,0.88,0.76,0.75
mevenide.csv,0.75,0.71,0.74,0.71,0.54,0.84,0.83,0.82,0.94,0.66,0.07,0.74,0.66,0.76
moving-pictures.csv,0.59,0.7,0.07,0.63,0.61,0.83,0.66,0.77,1.1,0.66,0.81,0.82,0.74,0.92
opensim4opencog.csv,0.09,1.0,0.93,0.6,0.78,0.91,0.9,0.81,0.85,1.03,0.72,0.92,0.91,0.95
rockbox.csv,0.61,0.73,0.72,0.85,0.91,0.57,0.88,0.71,0.67,0.78,0.84,0.68,0.68,0.11
ta3d.csv,0.82,0.57,0.78,0.57,0.59,0.89,0.58,0.75,0.24,0.96,0.86,0.06,0.8,0.54
xcmetadataservicestoolkit.csv,0.67,0.74,0.73,0.87,0.08,0.6,1.0,0.57,0.24,0.8,0.8,0.84,0.63,0.62
