,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.65,0.98,0.56,0.64,0.5,0.36,0.65,0.7,0.76,0.72,0.2,0.64,0.63,0.73
carabiner.csv,0.34,0.3,0.42,0.51,0.42,1.0,0.52,0.53,0.63,0.51,0.48,0.42,0.42,0.51
elvishrayrenderer.csv,0.49,0.58,0.13,0.54,0.46,0.56,0.0,0.44,0.35,0.65,0.45,0.47,1.0,0.45
fleet-simulator.csv,0.27,0.52,0.38,0.47,0.67,0.56,0.0,0.59,1.0,0.53,0.62,0.65,0.37,0.59
gmerlin.csv,0.26,0.12,0.25,0.14,0.26,0.06,0.19,0.9,0.16,0.18,0.52,0.34,0.28,0.0
gnome-jabber.csv,0.46,0.0,0.52,0.35,0.66,0.17,0.88,0.55,0.53,0.38,0.46,0.47,0.45,0.41
ipfilter.csv,0.75,0.32,0.57,0.35,0.66,0.72,0.0,0.52,0.36,1.0,0.21,0.48,0.24,0.65
irplus.csv,0.72,0.47,0.69,0.9,0.41,0.21,0.43,0.66,0.38,0.59,0.52,0.44,0.57,0.54
mevenide.csv,0.59,0.58,0.55,0.49,0.59,0.38,0.49,0.5,0.35,0.58,0.94,0.54,0.59,0.5
moving-pictures.csv,0.51,0.59,0.94,0.56,0.64,0.38,0.63,0.49,0.24,0.49,0.51,0.5,0.43,0.41
opensim4opencog.csv,0.93,0.0,0.09,0.51,0.4,0.11,0.12,0.26,0.18,0.02,0.52,0.11,0.11,0.06
rockbox.csv,0.51,0.37,0.5,0.23,0.14,0.49,0.25,0.46,0.38,0.38,0.24,0.38,0.47,0.9
ta3d.csv,0.5,0.64,0.54,0.64,0.67,0.39,0.5,0.58,0.81,0.33,0.46,0.99,0.53,0.71
xcmetadataservicestoolkit.csv,0.61,0.3,0.55,0.45,0.95,0.66,0.0,0.61,0.81,0.54,0.4,0.48,0.52,0.46
