,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.63,0.59,0.67,0.69,0.69,0.45,0.53,0.39,0.82,0.34,0.65,0.3,0.68,0.9,0.67,0.53,0.58
enzo.csv,0.24,0.71,0.63,0.55,0.73,0.31,0.56,0.36,0.88,0.25,0.57,0.25,0.86,0.87,0.59,0.38,0.55
hydrogen.csv,0.4,0.81,0.65,0.0,0.75,0.54,0.63,0.38,0.89,0.0,0.57,0.26,0.0,0.91,0.62,0.35,0.54
keyczar.csv,0.45,0.08,0.15,0.29,0.24,0.0,0.09,0.0,0.19,0.0,0.21,0.0,0.84,0.15,0.29,0.15,0.14
lphant.csv,0.19,0.63,0.65,0.73,0.69,0.37,0.66,0.38,0.35,0.32,0.7,0.37,0.53,0.92,0.66,0.53,0.62
lsb.csv,0.73,0.62,0.62,0.56,0.74,0.28,0.64,0.43,0.81,0.48,0.54,0.25,0.63,0.68,0.67,0.44,0.59
maya-work-in-progress.csv,0.45,0.75,0.71,0.82,0.75,0.29,0.69,0.41,0.78,0.38,0.66,0.36,0.72,0.93,0.66,0.42,0.62
mcore3d.csv,0.19,0.75,0.37,0.69,0.09,0.29,0.03,0.0,0.23,0.33,0.47,0.29,0.41,0.26,0.57,0.59,0.37
mscore.csv,0.18,0.68,0.66,0.64,0.71,0.36,0.67,0.43,0.69,0.35,0.59,0.31,0.58,0.92,0.72,0.46,0.7
natpad.csv,0.4,0.76,0.68,0.38,0.6,0.35,0.68,0.39,0.67,0.37,0.63,0.41,0.49,0.88,0.54,0.39,0.66
rocrail.csv,0.2,0.6,0.66,0.59,0.64,0.46,0.47,0.39,0.62,0.34,0.64,0.36,0.25,0.51,0.59,0.67,0.64
salasaga.csv,0.27,0.72,0.64,0.5,0.49,0.34,0.68,0.38,0.32,0.39,0.6,0.43,0.31,0.88,0.37,0.44,0.63
virtuoso.csv,0.0,0.81,0.62,0.58,0.7,0.24,0.62,0.47,0.89,0.0,0.56,0.0,0.59,0.91,0.57,0.36,0.0
xemeiah.csv,0.51,0.68,0.59,0.55,0.51,0.28,0.74,0.38,0.6,0.37,0.51,0.36,0.68,0.77,0.51,0.49,0.68
xined.csv,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.25,0.0,0.0,0.0,0.0
xtreemfs.csv,0.39,0.76,0.68,0.44,0.66,0.3,0.62,0.42,0.4,0.37,0.54,0.27,0.04,0.91,0.64,0.45,0.64
yield.csv,0.21,0.81,0.76,0.7,0.7,0.36,0.63,0.45,0.83,0.35,0.66,0.36,0.61,0.85,0.61,0.45,0.63
