,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.47,0.37,0.4,0.42,0.36,0.46,0.41,0.32,0.33,0.36,0.38,0.47,0.35,0.34,0.38,0.3,0.33
enzo.csv,0.85,0.42,0.43,0.47,0.41,0.53,0.4,0.34,0.36,0.43,0.37,0.56,0.43,0.32,0.4,0.43,0.43
hydrogen.csv,0.55,0.41,0.44,0.0,0.4,0.53,0.45,0.39,0.43,0.0,0.35,0.53,0.0,0.3,0.38,0.42,0.43
keyczar.csv,0.75,0.89,0.96,0.77,0.98,0.0,0.95,0.0,0.92,0.0,0.86,0.0,0.42,0.97,0.81,0.94,0.93
lphant.csv,0.86,0.46,0.43,0.55,0.43,0.54,0.5,0.39,0.82,0.47,0.42,0.46,0.45,0.34,0.39,0.33,0.45
lsb.csv,0.57,0.57,0.54,0.72,0.4,0.64,0.62,0.36,0.33,0.47,0.46,0.68,0.48,0.47,0.38,0.35,0.44
maya-work-in-progress.csv,0.53,0.37,0.41,0.44,0.38,0.48,0.45,0.33,0.45,0.34,0.36,0.4,0.38,0.32,0.35,0.39,0.36
mcore3d.csv,0.89,0.43,0.79,0.5,0.89,0.8,0.5,0.0,0.92,0.5,0.62,0.52,0.67,0.98,0.5,0.35,0.82
mscore.csv,0.78,0.4,0.39,0.5,0.42,0.48,0.46,0.33,0.41,0.36,0.36,0.45,0.42,0.31,0.36,0.4,0.35
natpad.csv,0.55,0.42,0.5,0.9,0.48,0.53,0.5,0.35,0.55,0.36,0.41,0.41,0.43,0.36,0.49,0.46,0.39
rocrail.csv,0.83,0.41,0.42,0.58,0.44,0.5,0.55,0.35,0.46,0.42,0.5,0.44,0.88,0.49,0.52,0.44,0.37
salasaga.csv,0.61,0.41,0.42,0.8,0.64,0.52,0.49,0.36,0.97,0.33,0.48,0.47,0.8,0.36,0.81,0.39,0.43
virtuoso.csv,0.0,0.41,0.46,0.46,0.41,0.53,0.44,0.67,0.43,0.83,0.36,0.0,0.44,0.31,0.42,0.43,0.0
xemeiah.csv,0.58,0.41,0.54,0.67,0.58,0.68,0.51,0.34,0.5,0.33,0.53,0.39,0.35,0.45,0.63,0.38,0.4
xined.csv,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.88,0.0,0.0,0.0,0.0
xtreemfs.csv,0.56,0.44,0.45,0.77,0.48,0.53,0.5,0.39,0.72,0.36,0.33,0.53,0.67,0.37,0.38,0.44,0.46
yield.csv,0.92,0.38,0.47,0.41,0.38,0.53,0.42,0.32,0.35,0.36,0.36,0.41,0.37,0.34,0.38,0.35,0.33
