,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0
ikvm.csv,4.0,0.0,0.0,80.0,9.0,0.0,1.0,1.0,7.0
lazarus-ccr.csv,0.0,2.0,4.0,109.0,3.0,0.0,1.0,1.0,0.0
les-indemodables.csv,5.0,3.0,3.0,22.0,0.0,1.0,4.0,0.0,0.0
metacosm.csv,2.0,0.0,4.0,17.0,1.0,5.0,1.0,0.0,0.0
micomt.csv,5.0,0.0,1.0,41.0,2.0,0.0,0.0,2.0,1.0
ontomorphtab.csv,1.0,0.0,0.0,49.0,4.0,0.0,11.0,0.0,1.0
tradelink.csv,0.0,0.0,2.0,16.0,2.0,0.0,1.0,49.0,1.0
xuggle.csv,1.0,0.0,2.0,11.0,4.0,0.0,0.0,1.0,2.0
