,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.35,0.09,0.03,0.79,0.3,0.62,0.5,0.0,0.58,0.68,0.0,1.0,0.86
bdbbasic.csv,0.32,0.09,0.02,0.6,0.3,0.4,0.67,1.0,0.56,0.73,0.67,0.37,0.85
echongl.csv,0.35,0.31,0.04,0.59,0.26,0.38,0.45,1.0,0.44,0.94,0.34,0.29,0.79
etherboot.csv,0.67,0.48,0.0,0.4,0.32,0.0,0.67,0.69,0.33,0.0,0.28,0.2,0.75
freebios.csv,0.22,0.19,0.03,0.53,0.25,0.21,0.78,0.58,0.21,0.87,0.36,0.15,0.68
gebr.csv,0.32,0.14,0.04,0.54,0.28,0.32,0.49,0.93,0.28,0.72,0.3,0.19,0.76
gnukeda.csv,0.32,0.16,0.04,0.78,0.28,0.42,0.36,0.81,0.29,0.66,0.34,0.16,0.77
google-gears.csv,0.4,0.15,0.05,0.77,0.31,0.33,0.34,0.81,0.33,0.72,0.29,0.27,0.85
jnode.csv,0.4,0.16,0.14,0.58,0.0,0.0,0.67,0.64,0.3,0.73,0.14,0.25,0.61
openmeetings.csv,0.59,0.47,0.09,0.8,0.32,0.5,1.0,1.0,0.67,0.68,0.43,0.27,0.82
pgui.csv,0.27,0.14,0.0,0.69,0.27,0.34,0.67,0.84,0.3,0.42,0.49,0.19,0.87
tradelink.csv,0.29,0.11,0.05,0.63,0.24,0.46,0.54,0.84,0.56,0.9,0.29,0.33,0.77
wxcrp.csv,0.53,0.14,0.04,0.53,0.27,0.38,0.39,0.72,0.42,0.68,0.29,0.13,0.77
