,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.33,0.17,0.48,0.32,0.36,0.61,0.02,0.0,0.42,0.34,0.0,0.13,0.25
bdbbasic.csv,0.6,0.38,0.22,0.49,0.48,0.66,0.05,0.1,0.75,0.37,0.3,0.57,0.43
echongl.csv,0.53,0.27,0.33,0.57,0.54,0.55,0.23,0.4,0.75,0.82,0.57,0.55,0.51
etherboot.csv,0.16,0.68,0.0,0.06,0.52,0.0,0.05,0.13,0.25,0.0,0.0,0.0,0.12
freebios.csv,0.42,0.27,0.34,0.53,0.46,0.17,0.78,0.35,0.41,0.51,0.52,0.43,0.41
gebr.csv,0.41,0.0,0.39,0.13,0.52,0.24,0.0,0.74,0.0,0.0,0.49,0.24,0.21
gnukeda.csv,0.43,0.61,0.45,0.74,0.49,0.65,0.32,0.54,0.25,0.43,0.47,0.43,0.3
google-gears.csv,0.72,0.57,0.52,0.49,0.64,0.24,0.32,0.64,0.6,0.21,0.4,0.55,0.7
jnode.csv,0.07,0.4,0.76,0.4,0.0,0.0,0.15,0.39,0.19,0.13,0.05,0.06,0.14
openmeetings.csv,0.59,0.92,0.64,0.12,0.58,0.57,0.05,0.44,0.37,0.47,0.63,0.25,0.24
pgui.csv,0.5,0.24,0.0,0.67,0.51,0.57,0.19,0.72,0.56,0.06,0.75,0.4,0.63
tradelink.csv,0.07,0.46,0.57,0.47,0.49,0.53,0.55,0.47,0.57,0.61,0.57,0.68,0.2
wxcrp.csv,0.64,0.27,0.17,0.5,0.0,0.63,0.21,0.0,0.46,0.44,0.43,0.24,0.58
