,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.29,0.14,0.5,0.28,0.32,0.57,0.02,0.0,0.37,0.3,0.0,0.11,0.21
bdbbasic.csv,0.68,0.41,0.19,0.46,0.45,0.73,0.04,0.08,0.74,0.92,0.26,0.53,0.39
echongl.csv,0.52,0.23,1.0,0.59,0.73,0.54,0.2,0.35,0.79,0.81,0.57,0.53,0.49
etherboot.csv,0.13,0.64,0.0,0.05,0.5,0.0,0.04,0.84,0.21,0.0,1.0,1.0,0.1
freebios.csv,0.45,0.23,0.31,0.59,0.45,0.14,0.78,0.42,0.42,0.47,0.49,0.47,0.5
gebr.csv,1.0,1.0,0.88,0.95,0.86,0.95,1.0,0.71,1.0,0.98,0.94,0.89,0.96
gnukeda.csv,1.0,0.73,0.44,0.74,0.86,0.68,0.29,0.51,0.21,0.58,0.43,0.42,0.95
google-gears.csv,0.81,0.77,0.5,0.44,0.82,1.0,0.47,0.65,0.95,0.93,0.94,0.53,0.74
jnode.csv,0.06,0.36,0.75,0.36,0.0,0.0,0.12,0.37,0.16,0.11,0.04,0.05,0.12
openmeetings.csv,0.55,0.95,0.62,0.1,0.59,0.54,0.04,0.39,0.32,0.51,0.62,0.21,0.2
pgui.csv,0.52,0.95,0.0,0.69,0.82,0.84,0.16,0.74,0.84,0.05,0.77,0.84,0.62
tradelink.csv,0.06,0.59,1.0,0.44,0.5,0.49,0.55,0.43,0.53,0.57,0.64,0.68,0.17
wxcrp.csv,0.61,0.91,1.0,0.72,1.0,0.68,0.18,1.0,0.42,0.43,0.4,0.21,0.64
