,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.41,0.36,0.07,0.43,0.31,0.99,0.38,0.54,0.5,0.43,0.26,0.47,0.51,0.59
bdbbasic.csv,0.51,0.48,0.1,0.55,0.35,0.53,0.44,0.61,0.91,0.74,0.5,0.57,0.67,0.7
echongl.csv,0.37,0.11,0.04,0.58,0.41,0.31,0.28,0.12,0.47,0.98,0.2,0.7,0.33,0.29
etherboot.csv,0.46,0.33,0.09,0.42,0.98,0.31,0.19,0.71,0.25,0.34,0.46,0.31,0.64,0.46
ffigo.csv,0.4,0.33,0.0,0.58,0.35,0.52,0.4,0.79,0.48,0.63,0.47,0.99,0.64,0.62
freebios.csv,0.4,0.31,0.03,0.47,0.42,0.42,0.98,0.53,0.35,0.41,0.45,0.52,0.44,0.36
gebr.csv,0.43,0.27,0.06,0.62,0.48,0.53,0.44,0.94,0.43,0.75,0.52,0.79,0.71,0.68
gnukeda.csv,0.47,0.35,0.11,1.0,0.36,0.5,0.45,0.67,0.56,0.62,0.45,0.73,0.53,0.67
gstreamer.csv,0.42,0.44,0.03,0.49,0.32,0.51,0.36,0.64,0.48,0.61,0.43,0.69,0.98,0.62
jnode.csv,0.13,0.08,0.93,0.27,0.2,0.0,0.59,0.46,0.17,0.09,0.11,0.14,0.24,0.14
metacosm.csv,0.41,0.57,0.15,0.47,0.35,0.52,0.34,0.46,0.47,0.48,0.41,0.56,0.36,0.98
openmeetings.csv,0.47,1.0,0.03,0.33,0.42,0.49,0.3,0.52,0.36,0.37,0.34,0.57,0.43,0.64
pgui.csv,0.44,0.23,0.12,0.61,0.25,0.36,0.26,0.5,0.31,0.62,0.96,0.35,0.3,0.54
wxcrp.csv,0.97,0.36,0.11,0.33,0.29,0.57,0.08,0.45,0.55,0.42,0.51,0.47,0.44,0.53
