,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.45,0.55,0.31,0.33,0.32,0.97,0.29,0.39,0.42,0.3,0.26,0.34,0.4,0.48
bdbbasic.csv,0.61,0.73,0.75,0.46,0.45,0.68,0.43,0.47,0.84,0.69,0.79,0.45,0.67,0.7
echongl.csv,0.52,0.09,0.19,0.56,0.59,0.49,0.18,0.06,0.74,0.97,0.17,0.67,0.26,0.22
etherboot.csv,0.61,0.64,0.38,0.28,0.95,0.3,0.16,0.65,0.26,0.24,0.72,0.24,0.57,0.44
ffigo.csv,0.48,0.55,0.0,0.54,0.5,0.76,0.35,0.87,0.58,0.56,0.83,0.97,0.61,0.63
freebios.csv,0.52,0.23,0.06,0.46,0.5,0.46,0.96,0.47,0.47,0.26,0.53,0.46,0.38,0.26
gebr.csv,0.77,0.91,0.5,0.54,0.73,0.92,0.51,0.9,0.74,0.82,0.94,0.87,0.76,1.0
gnukeda.csv,0.74,0.86,0.56,1.0,0.64,0.7,0.41,0.56,0.63,0.6,0.6,0.68,0.4,0.85
gstreamer.csv,0.58,0.68,0.19,0.38,0.41,0.73,0.31,0.5,0.79,0.57,0.55,0.63,0.97,0.74
jnode.csv,0.1,0.23,0.88,0.21,0.23,0.0,0.55,0.38,0.16,0.05,0.11,0.09,0.18,0.11
metacosm.csv,0.45,0.55,0.88,0.36,0.41,0.59,0.24,0.31,0.42,0.35,0.43,0.42,0.24,0.96
openmeetings.csv,0.39,1.0,0.06,0.21,0.41,0.51,0.22,0.42,0.32,0.26,0.36,0.47,0.3,0.59
pgui.csv,0.45,0.55,0.31,0.56,0.32,0.3,0.16,0.36,0.21,0.49,0.98,0.25,0.2,0.52
wxcrp.csv,0.94,0.64,0.94,0.21,0.23,0.59,0.04,0.31,0.47,0.31,0.53,0.34,0.3,0.52
