,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.38,0.27,0.04,0.59,0.3,1.0,0.58,0.88,0.62,0.75,0.26,0.76,0.69,0.76
bdbbasic.csv,0.43,0.36,0.06,0.69,0.29,0.44,0.46,0.85,1.0,0.8,0.36,0.79,0.66,0.7
echongl.csv,0.29,0.13,0.02,0.59,0.31,0.23,0.6,1.0,0.35,0.99,0.23,0.74,0.46,0.43
etherboot.csv,0.37,0.22,0.05,0.85,1.0,0.31,0.23,0.78,0.24,0.56,0.34,0.45,0.73,0.48
ffigo.csv,0.34,0.24,0.0,0.64,0.28,0.4,0.47,0.73,0.41,0.72,0.33,1.0,0.67,0.61
freebios.csv,0.33,0.5,0.02,0.49,0.35,0.4,1.0,0.6,0.28,0.93,0.4,0.59,0.52,0.58
gebr.csv,0.3,0.16,0.03,0.72,0.36,0.37,0.39,0.99,0.3,0.7,0.36,0.72,0.67,0.51
gnukeda.csv,0.35,0.22,0.06,1.0,0.25,0.39,0.51,0.85,0.5,0.66,0.36,0.78,0.76,0.55
gstreamer.csv,0.33,0.33,0.02,0.68,0.26,0.4,0.43,0.88,0.35,0.66,0.35,0.76,0.99,0.54
jnode.csv,0.21,0.05,1.0,0.38,0.19,0.0,0.64,0.58,0.19,0.56,0.11,0.33,0.37,0.2
metacosm.csv,0.38,0.6,0.08,0.7,0.31,0.46,0.55,0.94,0.53,0.76,0.39,0.82,0.75,1.0
openmeetings.csv,0.6,1.0,0.02,0.89,0.43,0.48,0.46,0.67,0.43,0.6,0.31,0.72,0.77,0.7
pgui.csv,0.42,0.15,0.08,0.67,0.21,0.46,0.62,0.83,0.57,0.84,0.94,0.58,0.65,0.56
wxcrp.csv,1.0,0.25,0.06,0.89,0.42,0.55,0.5,0.88,0.64,0.66,0.48,0.76,0.82,0.54
