,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.85,0.94,0.81,0.97,0.78,0.5,0.26,0.94,0.78,0.95,0.66,0.89,0.81,0.95,0.95,0.54,0.98
blue-c.csv,0.88,0.7,0.79,0.28,0.9,0.46,0.85,0.93,0.93,0.37,0.77,0.8,0.8,0.67,0.6,0.54,0.43
factor.csv,0.95,0.72,0.92,0.73,1.0,0.94,1.05,0.85,0.8,0.87,0.61,0.89,1.0,0.92,0.75,0.69,0.19
fltk.csv,0.86,0.43,0.66,0.42,0.75,0.59,0.89,0.97,0.94,0.45,0.46,0.83,0.82,0.5,0.63,0.67,0.33
free-evolution.csv,0.73,0.82,0.89,0.77,0.79,0.59,0.72,0.73,0.84,0.91,0.48,0.69,0.55,0.62,0.56,0.65,1.01
icescrum.csv,0.55,0.71,0.87,0.6,0.91,0.42,0.52,0.56,0.63,0.76,0.61,0.62,0.97,0.44,0.7,0.26,0.62
jbasic.csv,0.84,0.88,0.98,1.0,0.84,0.44,0.93,0.85,0.72,1.0,0.95,0.91,1.0,1.0,0.66,0.79,1.02
kvs.csv,0.35,0.83,0.73,1.0,0.53,0.6,0.57,0.93,0.68,0.83,0.69,0.79,0.64,0.6,0.95,0.62,1.08
monetdb.csv,1.0,0.87,0.93,0.53,0.89,0.91,0.9,0.7,0.86,0.61,0.36,0.63,0.49,0.6,0.63,0.54,0.5
phet.csv,0.82,0.96,0.46,1.07,0.93,0.87,0.48,0.93,0.72,1.09,0.94,0.67,1.01,1.02,0.86,0.91,0.96
projecteqemu.csv,0.85,0.57,0.77,0.5,1.02,0.48,0.51,0.65,0.96,0.64,0.52,0.76,1.01,0.39,0.6,0.54,0.96
repositorium.csv,0.91,0.84,0.86,1.01,0.86,1.0,1.0,1.0,1.0,0.84,0.84,0.84,0.25,0.94,0.76,0.91,0.85
smarttag.csv,0.75,0.57,0.89,0.39,0.84,0.83,0.92,0.44,0.89,0.78,0.73,0.74,0.84,0.69,0.65,0.54,0.76
sumatrapdf.csv,0.9,0.92,0.95,0.56,0.94,0.97,0.97,1.0,0.78,0.25,0.9,0.69,0.92,0.93,0.78,0.88,0.78
voms.csv,0.85,0.69,0.7,0.73,0.2,0.66,0.88,0.73,0.92,0.33,0.5,0.9,0.64,0.48,0.74,0.57,0.81
vrjuggler.csv,0.83,0.9,0.63,1.04,1.1,0.6,0.88,1.0,0.55,0.86,0.7,0.97,0.73,0.73,0.86,0.9,0.73
wheat.csv,0.65,0.82,0.68,0.44,0.92,0.84,0.56,0.79,0.71,0.89,0.64,0.44,0.91,0.63,0.62,0.54,0.57
