,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.0,12.0,0.0,490.0,0.0,0.0,32.0,1.0,0.0,36.0,0.0,29.0,1.0
apolloplayer.csv,7.0,0.0,0.0,172.0,2.0,0.0,0.0,0.0,0.0,46.0,0.0,183.0,1.0
auber.csv,35.0,3.0,0.0,490.0,1.0,0.0,38.0,0.0,0.0,20.0,0.0,25.0,0.0
irrlicht.csv,9.0,6.0,0.0,278.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,42.0,2.0
k3d.csv,3.0,3.0,0.0,490.0,0.0,0.0,0.0,1.0,0.0,155.0,0.0,21.0,1.0
nug.csv,9.0,0.0,0.0,490.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,183.0,1.0
owlapi.csv,8.0,14.0,0.0,490.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,1.0
ppcboot.csv,42.0,14.0,0.0,334.0,0.0,0.0,24.0,0.0,0.0,30.0,0.0,105.0,0.0
red5.csv,5.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,98.0,3.0
redshell.csv,7.0,0.0,0.0,199.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,183.0,9.0
utgb.csv,4.0,0.0,3.0,490.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.0,3.0
xreal.csv,282.0,5.0,52.0,490.0,0.0,0.0,205.0,0.0,236.0,155.0,1.0,0.0,121.0
