,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,1.0,0.26,0.36,0.0,0.06,0.24,0.2,0.08,0.49,0.2,0.69,0.1,0.2
apolloplayer.csv,0.17,1.0,0.42,0.01,0.63,0.56,0.13,0.55,0.59,0.28,0.6,0.0,0.51
auber.csv,0.2,0.31,0.21,0.0,0.5,0.74,0.21,0.39,0.57,0.2,0.62,0.02,0.98
irrlicht.csv,0.25,0.38,0.51,0.01,0.46,0.87,0.23,0.57,0.67,0.31,1.0,0.05,0.7
k3d.csv,0.21,0.31,0.21,0.0,0.05,0.26,0.92,0.23,0.42,0.0,0.18,0.06,0.28
nug.csv,0.21,0.34,0.97,0.0,0.3,0.57,0.11,0.33,0.62,0.28,0.62,0.0,0.37
owlapi.csv,0.27,0.19,0.21,0.0,0.23,0.47,0.25,0.44,0.43,0.98,0.45,0.0,0.26
ppcboot.csv,0.25,0.26,0.51,0.0,0.68,0.72,0.25,0.66,0.94,0.24,0.63,0.03,0.63
red5.csv,0.25,0.34,0.71,0.01,0.55,0.68,0.26,0.98,0.65,0.32,0.69,0.03,0.59
redshell.csv,0.26,0.29,0.5,0.01,0.62,0.99,0.26,0.74,0.68,0.23,0.83,0.0,0.49
utgb.csv,0.26,0.44,0.34,0.0,0.96,0.4,0.37,0.52,0.29,0.29,0.31,0.05,0.34
xreal.csv,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.13,0.0,0.0,0.02,1.0,0.0
