,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.0,0.0,0.0,2.0,0.0,1.0,74.0,0.0,0.0,0.0,293.0,161.0,101.0,0.0,0.0
arianne.csv,0.0,0.0,0.0,13.0,11.0,3.0,3.0,1.0,3.0,1.0,11.0,290.0,0.0,1.0,0.0
auber.csv,0.0,0.0,0.0,10.0,2.0,1.0,3.0,0.0,7.0,1.0,2.0,171.0,0.0,0.0,4.0
bl-toolkit.csv,3.0,0.0,0.0,14.0,11.0,3.0,3.0,1.0,9.0,0.0,11.0,9.0,0.0,3.0,0.0
growl-for-windows.csv,203.0,0.0,0.0,21.0,2.0,71.0,1.0,1.0,3.0,0.0,1.0,3583.0,9.0,2.0,0.0
keyczar.csv,2.0,1.0,71.0,10.0,12.0,1.0,1.0,2.0,88.0,4.0,5.0,3583.0,2.0,0.0,2.0
kml.csv,0.0,0.0,0.0,13.0,7.0,1.0,2.0,0.0,6.0,1.0,4.0,171.0,0.0,1.0,0.0
knowledge.csv,1.0,0.0,0.0,9.0,5.0,3.0,5.0,0.0,8.0,1.0,6.0,167.0,3.0,3.0,1.0
les-indemodables.csv,0.0,0.0,0.0,3.0,9.0,1.0,3.0,2.0,0.0,1.0,0.0,143.0,0.0,1.0,3.0
lportal.csv,0.0,0.0,0.0,74.0,65.0,0.0,1.0,150.0,0.0,0.0,0.0,13.0,0.0,62.0,53.0
lufa-lib.csv,13.0,0.0,0.0,12.0,6.0,3.0,2.0,1.0,7.0,1.0,3.0,127.0,0.0,1.0,0.0
micomt.csv,0.0,0.0,0.0,11.0,9.0,1.0,4.0,1.0,7.0,1.0,2.0,166.0,0.0,1.0,0.0
sigil.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,49.0,0.0,0.0,0.0
ultimairis.csv,2.0,0.0,2.0,7.0,4.0,1.0,3.0,0.0,0.0,3.0,4.0,171.0,3.0,62.0,0.0
voms.csv,1.0,0.0,0.0,1.0,65.0,2.0,3.0,0.0,0.0,1.0,0.0,169.0,0.0,62.0,3.0
