,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.19,0.6,0.04,0.26,0.64,0.32,0.0,0.45,0.71,0.38,0.0,0.05,0.0,0.28,0.52
arianne.csv,0.71,0.94,0.82,0.22,0.46,0.38,0.65,0.46,0.75,0.72,0.6,0.08,0.53,0.24,0.77
auber.csv,0.62,0.93,0.82,0.22,0.48,0.49,0.69,0.38,0.69,0.8,0.58,0.08,0.6,0.77,0.43
bl-toolkit.csv,0.62,0.81,0.85,0.14,0.42,0.2,0.64,0.4,0.62,0.4,0.6,0.16,0.53,0.86,0.58
growl-for-windows.csv,0.0,0.76,0.15,0.2,0.22,0.0,0.55,0.31,0.73,0.36,0.33,0.0,0.51,0.8,0.79
keyczar.csv,0.11,0.03,0.0,0.17,0.2,0.08,0.2,0.06,0.0,0.13,0.31,0.0,0.14,0.83,0.34
kml.csv,0.63,0.92,0.78,0.23,0.5,0.39,0.76,0.49,0.76,0.76,0.58,0.08,0.55,0.75,0.71
knowledge.csv,0.59,0.91,0.79,0.25,0.41,0.32,0.65,0.32,0.76,0.71,0.57,0.08,0.55,0.67,0.43
les-indemodables.csv,0.61,0.75,0.75,0.28,0.51,0.29,0.73,0.43,0.7,0.71,0.29,0.08,0.68,0.69,0.52
lportal.csv,0.07,0.32,0.08,0.0,0.0,0.14,0.43,0.0,0.26,0.23,0.02,0.25,0.53,0.0,0.0
lufa-lib.csv,0.41,0.74,0.74,0.21,0.56,0.33,0.6,0.4,0.7,0.51,0.66,0.11,0.59,0.74,0.37
micomt.csv,0.63,0.95,0.79,0.17,0.43,0.62,0.64,0.48,0.76,0.7,0.51,0.08,0.56,0.56,0.75
sigil.csv,0.61,0.74,0.14,0.14,0.67,0.53,0.05,0.49,0.87,0.49,0.2,0.14,0.6,0.22,0.67
ultimairis.csv,0.61,0.85,0.8,0.23,0.5,0.55,0.65,0.6,0.17,0.63,0.55,0.08,0.45,0.0,0.6
voms.csv,0.6,0.86,0.75,0.58,0.0,0.5,0.66,0.35,0.74,0.56,0.39,0.08,0.52,0.0,0.22
