,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.7,0.89,0.61,0.92,0.69,0.66,0.76,0.74,0.79,0.84,0.93,0.73,0.72,0.72,0.39,0.96,0.84
apertium.csv,0.72,0.79,0.77,0.75,0.67,0.72,0.66,0.95,0.72,0.44,0.3,0.94,0.9,0.75,0.78,1.0,0.62
beast-mcmc.csv,0.41,0.55,0.77,0.51,0.65,0.71,0.61,0.82,0.56,0.71,0.78,0.82,0.58,0.88,0.66,0.69,0.8
cuberok.csv,0.61,0.91,0.6,0.91,0.81,0.58,0.8,0.44,0.66,0.85,0.8,0.9,0.84,0.81,0.64,0.94,0.74
icescrum.csv,0.43,0.49,0.67,0.67,0.61,0.74,0.56,0.59,0.65,0.49,0.6,0.94,0.57,0.57,0.64,0.81,0.32
ingex.csv,0.76,0.78,0.61,0.84,0.7,0.66,0.75,0.67,0.82,0.97,0.63,0.68,0.5,0.89,0.56,0.6,0.57
jbasic.csv,0.72,0.56,0.89,0.63,0.72,0.78,0.77,0.83,0.76,0.42,0.93,0.74,0.71,1.0,0.78,0.88,0.78
jgnash.csv,0.69,0.57,0.76,0.47,0.71,0.74,0.64,0.8,0.48,0.77,0.74,0.58,0.58,0.86,0.64,0.83,0.92
jrefactory.csv,0.9,0.88,0.44,0.92,0.89,0.92,0.79,0.77,0.88,0.88,0.87,0.75,0.67,0.79,0.66,0.69,0.76
jsecurity.csv,0.8,0.49,0.87,0.43,0.82,0.66,0.73,0.81,0.68,0.81,0.86,0.82,0.84,0.76,0.76,0.88,0.79
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.5,1.0,0.9,0.99,1.0,0.71,0.82,0.91,1.01,0.75,0.81,0.97
mobicents.csv,0.54,0.66,0.79,0.6,0.46,0.99,0.46,0.86,0.52,0.71,0.61,0.82,0.94,0.75,0.86,0.93,0.73
opendvr.csv,0.53,0.55,0.89,0.52,0.53,1.0,0.53,0.69,0.64,0.58,0.68,0.67,0.66,0.93,0.78,0.57,0.52
openefm.csv,0.68,0.45,0.74,0.74,0.89,0.87,0.69,0.66,0.61,0.81,0.49,0.78,0.71,0.87,0.74,0.76,0.64
power-architect.csv,0.88,0.83,0.93,0.64,0.51,0.97,0.88,0.88,0.89,0.87,0.79,0.88,0.89,0.34,0.97,0.97,0.97
sidekar.csv,1.0,0.54,1.0,1.0,0.27,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yarp0.csv,0.86,0.72,0.74,0.76,0.6,0.78,0.57,0.82,0.66,0.94,0.4,0.41,0.68,0.89,0.66,0.81,0.63
