,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.45,0.49,0.56,0.39,0.46,0.55,0.42,0.4,0.41,0.47,0.49,0.48,0.39,0.57,0.52,0.53,0.51,0.42,0.41,0.37
ardour.csv,0.4,0.55,0.67,0.47,0.89,0.5,0.38,0.31,0.54,0.48,0.49,0.37,0.4,0.54,0.38,0.75,0.38,0.38,0.42,0.32
arianne.csv,0.52,0.48,0.49,0.37,0.46,0.52,0.37,0.53,0.42,0.39,0.46,0.38,0.37,0.46,0.54,0.91,0.45,0.44,0.39,0.4
bacnet.csv,0.43,0.71,0.62,0.49,0.52,0.63,0.4,0.38,0.53,0.55,0.52,0.59,0.4,0.62,0.46,0.6,0.57,0.42,0.32,0.38
cortex-vfx.csv,0.44,0.62,0.69,0.48,0.88,0.57,0.68,0.44,0.58,0.47,0.92,0.96,0.44,0.59,0.46,0.45,0.45,0.66,0.56,0.41
emeraldemu.csv,0.47,0.48,0.66,0.53,0.88,0.5,0.74,0.0,0.61,0.67,0.0,0.5,0.45,0.56,0.5,0.0,0.46,0.47,0.97,0.37
fritzing.csv,0.47,0.66,0.6,0.48,0.49,0.53,0.45,0.34,0.77,0.49,0.88,0.55,0.38,0.56,0.46,0.75,0.61,0.84,0.38,0.38
gnupdate.csv,0.48,0.48,0.56,0.42,0.45,0.64,0.45,0.65,0.44,0.56,0.65,0.57,0.42,0.5,0.54,0.43,0.48,0.44,0.6,0.44
grafx2.csv,0.45,0.51,0.8,0.54,0.9,0.63,0.42,0.33,0.63,0.52,0.93,0.49,0.43,0.47,0.52,0.8,0.46,0.88,0.47,0.44
gstreamer.csv,0.46,0.45,0.49,0.4,0.44,0.48,0.36,0.61,0.42,0.44,0.38,0.39,0.37,0.44,0.43,0.46,0.47,0.43,0.4,0.38
keyczar.csv,0.92,0.97,0.91,0.92,0.97,0.9,0.97,0.92,0.94,0.86,0.9,0.71,0.89,0.95,0.0,0.47,0.89,0.0,0.98,0.0
linux-ntfs.csv,0.65,0.35,0.47,0.37,0.5,0.42,0.33,0.31,0.44,0.39,0.44,0.37,0.4,0.37,0.49,0.39,0.39,0.49,0.34,0.37
multitude.csv,0.41,0.45,0.52,0.4,0.44,0.57,0.4,0.4,0.42,0.41,0.43,0.38,0.37,0.44,0.43,0.46,0.44,0.41,0.52,0.41
planeshift.csv,0.44,0.38,0.48,0.38,0.4,0.5,0.38,0.32,0.42,0.35,0.46,0.37,0.36,0.4,0.53,0.44,0.46,0.42,0.32,0.39
rsyslog.csv,0.44,0.46,0.53,0.38,0.67,0.46,0.35,0.35,0.48,0.94,0.87,0.49,0.39,0.42,0.4,0.61,0.41,0.43,0.42,0.39
salasaga.csv,0.43,0.81,0.47,0.46,0.41,0.54,0.35,0.42,0.57,0.46,0.4,0.59,0.34,0.6,0.41,0.8,0.49,0.44,0.39,0.35
wow-qrsk.csv,0.93,0.44,0.51,0.58,0.83,0.5,0.96,0.82,0.59,0.55,0.75,0.96,0.92,0.9,0.48,0.0,0.75,0.46,0.87,0.38
xmoto.csv,0.64,0.59,0.52,0.49,0.44,0.55,0.42,0.39,0.56,0.67,0.42,0.43,0.41,0.42,0.52,0.45,0.47,0.68,0.38,0.39
xuggle.csv,0.47,0.4,0.6,0.51,0.67,0.45,0.36,0.41,0.61,0.41,0.4,0.37,0.4,0.45,0.4,0.64,0.58,0.61,0.36,0.38
yield.csv,0.44,0.42,0.5,0.35,0.49,0.47,0.36,0.35,0.42,0.36,0.44,0.36,0.36,0.37,0.45,0.38,0.4,0.42,0.35,0.36
