,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.33,0.44,0.42,0.33,0.61,0.76,0.62,0.39,0.6,0.51,0.7,0.62,0.69,0.59,0.42,0.63,0.22,0.47,0.82,0.41
buddata-ebxml-registry.csv,0.97,0.97,0.86,0.44,1.0,0.9,1.0,0.96,0.98,0.96,0.94,0.9,0.77,0.96,0.97,0.96,1.0,0.91,0.07,0.95
cornerstone.csv,0.52,0.72,0.58,0.63,0.79,0.71,0.82,0.7,0.96,0.94,0.44,0.85,0.66,0.62,0.54,0.71,0.51,0.78,0.7,0.93
emeraldemu.csv,0.62,0.49,0.57,0.99,0.84,0.82,0.53,0.36,0.59,0.4,0.79,0.65,0.75,0.89,0.45,0.63,0.33,0.56,0.95,0.75
jahshakafx.csv,0.3,0.45,0.48,0.43,0.67,0.73,0.54,0.47,0.52,0.43,0.63,0.63,0.63,0.6,0.48,0.55,0.37,0.53,0.52,0.48
jaolt.csv,0.35,0.47,0.54,0.62,0.79,0.77,0.47,0.47,0.6,0.55,0.68,0.92,0.5,0.67,0.5,0.59,0.33,0.56,0.69,0.73
kmess.csv,0.61,0.55,0.71,0.83,0.78,0.79,0.4,0.43,0.6,0.45,0.67,0.97,0.84,0.86,0.48,0.52,0.39,0.73,0.76,0.62
maya-work-in-progress.csv,0.72,0.49,0.46,0.61,0.73,0.7,0.75,0.7,0.8,0.25,0.81,0.56,0.73,0.77,0.74,0.72,0.86,0.56,0.6,0.68
mia.csv,0.71,0.71,0.71,0.65,0.96,0.82,0.64,0.64,0.65,0.54,0.62,0.5,0.86,0.51,0.84,0.76,0.33,0.76,0.96,0.61
mp-rechnungs-und-kundenverwaltung.csv,0.35,0.46,0.45,0.51,0.84,0.71,0.62,0.52,0.53,0.57,0.68,0.73,0.63,0.53,0.5,0.59,0.56,0.6,0.69,0.72
novembre.csv,0.36,0.45,0.69,0.71,0.78,0.69,0.38,0.63,0.6,0.61,0.65,0.94,0.65,0.57,0.43,0.63,0.18,0.61,0.96,0.7
ns-3.csv,0.47,0.47,0.68,0.52,0.62,0.53,0.88,0.83,0.73,0.6,0.56,0.9,0.61,0.61,0.82,0.87,0.92,0.76,0.65,0.71
nullc.csv,0.72,1.0,1.0,0.98,0.36,0.64,0.52,0.53,0.64,0.78,0.62,1.0,0.82,0.93,0.7,0.64,0.36,0.56,0.64,0.38
open-beos.csv,0.37,0.45,0.4,0.48,0.59,0.65,0.61,0.58,0.45,0.57,0.72,0.69,0.58,0.56,0.48,0.57,0.47,0.52,0.55,0.56
pixel-commandos.csv,0.96,0.65,0.81,0.74,0.86,0.86,0.67,0.83,0.88,0.91,0.95,1.0,0.86,0.85,0.73,0.74,0.07,0.81,0.86,0.82
plee-the-bear.csv,0.35,0.6,0.33,0.96,0.75,0.66,0.65,0.81,0.68,0.37,0.7,0.75,0.6,0.61,0.57,0.63,0.6,0.6,0.59,0.71
reaper-ecad.csv,0.75,0.9,0.88,0.44,0.84,0.99,0.93,0.82,0.95,0.97,0.88,0.84,0.85,1.0,0.88,0.91,1.0,0.94,0.85,0.95
unladen-swallow.csv,0.68,0.6,0.57,0.96,0.84,0.68,0.65,0.63,0.62,0.57,0.73,0.7,0.59,0.59,0.49,0.87,0.61,0.84,0.87,0.81
xmoto.csv,0.51,0.5,0.53,0.92,0.57,0.62,0.56,0.5,0.59,0.5,0.64,0.8,0.71,0.77,0.59,0.61,0.52,0.41,0.65,0.91
zxing.csv,0.39,0.49,0.45,0.65,0.64,0.76,0.57,0.53,0.66,0.66,0.68,0.77,0.56,0.65,0.52,0.56,0.37,0.6,0.67,0.31
