,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,1.0,2.0,2.0,0.0,0.0,5.0,5.0,25.0,0.0,10.0,0.0,9.0
e-bio-flow.csv,1.0,2.0,0.0,0.0,0.0,6.0,2.0,21.0,0.0,22.0,0.0,4.0
freedom-erp.csv,1.0,0.0,1.0,0.0,0.0,224.0,4.0,0.0,0.0,107.0,0.0,4.0
jbasic.csv,3.0,0.0,1.0,0.0,0.0,104.0,20.0,19.0,0.0,6.0,2.0,0.0
jgossipforum.csv,1.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,6.0,2.0,1.0
joustsim.csv,3.0,0.0,1.0,1.0,4.0,20.0,1.0,20.0,0.0,16.0,0.0,3.0
jsidplay2.csv,1.0,2.0,2.0,0.0,1.0,17.0,22.0,15.0,0.0,18.0,1.0,0.0
madman.csv,2.0,3.0,3.0,0.0,1.0,62.0,19.0,2.0,0.0,5.0,1.0,4.0
mule.csv,0.0,1.0,5.0,1.0,0.0,57.0,4.0,20.0,1.0,9.0,0.0,8.0
nunit.csv,0.0,3.0,5.0,1.0,1.0,51.0,15.0,23.0,0.0,31.0,0.0,1.0
power-architect.csv,2.0,0.0,5.0,0.0,0.0,120.0,13.0,25.0,0.0,18.0,0.0,0.0
reaper3d.csv,1.0,2.0,1.0,0.0,0.0,70.0,2.0,4.0,0.0,6.0,0.0,1.0
