,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.32,0.42,0.67,0.48,0.57,0.38,0.6,0.59,0.56
buddata-ebxml-registry.csv,0.44,0.52,0.42,0.32,0.46,0.45,0.43,0.35,0.34
fluidium.csv,0.58,0.0,0.0,0.75,0.5,0.48,0.75,0.5,0.79
illumination.csv,0.44,0.53,0.38,0.32,0.46,0.46,0.8,0.7,0.36
jsr308-langtools.csv,0.3,0.53,0.38,0.32,0.46,0.45,0.37,0.37,0.35
olsrd.csv,0.32,0.54,0.44,0.36,0.43,0.5,0.44,0.31,0.35
reaper-ecad.csv,0.5,0.58,0.0,0.91,0.8,0.67,0.67,0.0,0.91
rtb-team.csv,0.4,0.0,0.5,0.9,0.89,0.83,0.67,0.75,0.58
sidekar.csv,0.0,0.0,0.38,0.52,0.48,0.46,0.0,0.0,0.5
