,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.07,0.25,0.41,0.14,0.3,0.91,0.21
kftpgrabber.csv,0.43,0.54,0.73,0.97,0.3,0.23,0.51
kindb.csv,0.42,0.66,0.99,0.6,0.58,0.27,0.75
m-a-d-n-e-s-s.csv,0.56,0.9,0.64,0.5,0.38,0.26,0.41
netatalk.csv,0.43,0.28,0.63,0.43,0.96,0.13,0.39
quickfast.csv,0.39,0.44,0.72,0.56,0.34,0.39,0.97
wow-qrsk.csv,0.98,0.55,0.34,0.53,0.26,0.18,0.16
