,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.95,0.82,0.74,0.91,0.75,0.12,0.88
kftpgrabber.csv,0.52,0.6,0.58,0.07,0.83,0.78,0.81
kindb.csv,0.49,0.34,0.03,0.43,0.4,0.72,0.42
m-a-d-n-e-s-s.csv,0.38,0.12,0.53,0.56,0.72,0.74,0.73
netatalk.csv,0.68,0.81,0.53,0.65,0.07,0.9,0.75
quickfast.csv,0.56,0.79,0.68,0.55,0.94,0.7,0.06
wow-qrsk.csv,0.04,0.47,0.79,0.51,0.8,0.85,0.91
