,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.1,0.31,0.3,0.12,0.33,0.9,0.16
kftpgrabber.csv,0.56,0.45,0.65,0.94,0.46,0.33,0.46
kindb.csv,0.67,0.81,0.98,0.7,0.76,0.39,0.71
m-a-d-n-e-s-s.csv,0.68,0.9,0.53,0.54,0.34,0.39,0.32
netatalk.csv,0.37,0.24,0.52,0.42,0.94,0.14,0.3
quickfast.csv,0.69,0.53,0.62,0.71,0.34,0.64,0.95
wow-qrsk.csv,0.97,0.62,0.25,0.6,0.25,0.21,0.11
