,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.88,0.32,0.4,0.21,0.35,0.21,0.45
bibedt.csv,0.85,0.37,0.6,0.11,0.12,0.38,0.82
fulguro.csv,0.69,0.0,0.9,0.89,0.38,0.81,0.64
glelite.csv,1.0,0.99,0.8,0.86,0.85,0.96,0.91
go.csv,0.96,0.72,0.9,0.36,0.42,0.42,0.73
libmesh.csv,0.08,0.32,0.4,0.64,0.65,0.06,0.36
moving-pictures.csv,0.73,0.24,0.5,0.68,0.31,0.32,0.64
