,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.03,1.0,0.14,0.43,0.68,0.32,0.29,0.08,0.39
carabiner.csv,0.05,1.0,0.03,0.35,0.83,0.38,0.15,0.1,0.57
continuum-ide.csv,0.0,0.61,0.0,0.36,0.47,0.72,0.15,0.11,0.0
gtad.csv,0.13,1.0,0.05,0.6,1.0,0.32,0.24,0.13,0.55
htmlunit.csv,0.05,1.0,0.14,0.49,0.86,0.31,0.18,0.09,0.41
jsr308-langtools.csv,0.03,0.82,0.12,0.0,0.93,0.31,0.16,0.08,0.3
kaffeine.csv,0.03,0.98,0.03,0.41,0.61,0.33,0.24,0.07,0.36
stemkit.csv,0.0,0.83,0.16,0.44,0.93,0.83,0.15,0.19,0.14
taokgame.csv,0.05,1.0,0.53,0.25,0.55,0.33,0.12,0.1,0.35
