,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.32,0.01,0.39,0.8,0.36,0.5,0.79,0.34,0.72
ipfilter.csv,0.97,0.83,0.89,0.8,0.8,0.84,0.0,0.83,0.56
mesa3d.csv,0.1,0.26,0.22,0.2,0.32,0.02,0.47,0.33,0.34
nassp.csv,0.13,0.14,0.02,0.0,0.2,0.19,0.53,0.16,0.0
rockbox.csv,0.65,0.34,0.65,0.2,0.52,0.36,0.68,0.41,0.0
soar.csv,0.58,0.58,0.85,1.0,0.0,0.85,0.89,0.88,0.97
super-tux.csv,0.71,0.98,1.0,0.2,0.08,1.0,1.0,0.77,1.0
tencompetence.csv,0.48,0.33,0.46,0.2,0.56,0.45,0.0,0.0,0.12
utgb.csv,0.0,0.25,0.2,0.2,0.92,0.31,0.16,0.34,0.12
