,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.17,0.95,0.1,0.35,0.42,0.33,0.36,0.46,0.26
ipfilter.csv,0.13,0.45,0.37,0.46,0.5,0.45,1.0,0.5,0.61
mesa3d.csv,0.13,0.2,0.46,0.26,0.16,0.88,0.45,0.3,0.24
nassp.csv,0.39,0.2,1.0,0.04,0.33,0.34,0.49,0.25,0.0
rockbox.csv,0.51,0.49,0.65,0.45,0.29,0.6,0.52,0.33,1.0
soar.csv,0.49,0.57,0.44,0.0,0.98,0.43,0.34,0.38,0.13
super-tux.csv,0.62,0.09,0.0,0.95,0.07,0.0,0.0,0.46,0.0
tencompetence.csv,0.42,0.18,0.2,0.33,0.45,0.41,0.31,0.97,0.19
utgb.csv,1.0,0.48,0.61,0.3,0.29,0.48,0.42,0.41,0.06
