,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.14,0.94,0.08,0.43,0.39,0.3,0.43,0.43,0.26
ipfilter.csv,1.0,0.75,0.92,0.68,0.81,0.83,1.0,0.95,0.68
mesa3d.csv,0.11,0.17,0.42,0.22,0.13,0.86,0.43,0.26,0.21
nassp.csv,0.34,0.17,1.0,0.03,0.29,0.3,0.5,0.21,0.0
rockbox.csv,0.57,0.46,0.83,0.41,0.26,0.59,0.61,0.3,1.0
soar.csv,0.51,0.62,0.83,0.93,0.97,0.81,0.74,0.84,0.95
super-tux.csv,0.86,1.0,1.0,0.99,0.06,1.0,0.98,0.61,1.0
tencompetence.csv,0.4,0.15,0.17,0.29,0.45,0.38,0.26,0.96,0.16
utgb.csv,1.0,0.44,0.58,0.26,0.81,0.45,0.37,0.37,0.05
