,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.92,0.06,1.0,0.98,0.71,0.86,0.97,0.66,1.03
ipfilter.csv,0.97,0.87,0.9,0.86,0.82,0.86,0.0,0.83,0.65
mesa3d.csv,0.89,0.87,0.62,0.81,0.93,0.15,0.74,0.81,0.86
nassp.csv,0.67,0.84,0.02,0.97,0.74,0.72,0.73,0.81,1.0
rockbox.csv,0.77,0.64,0.67,0.62,0.91,0.54,0.79,0.81,0.0
soar.csv,0.76,0.69,0.86,1.0,0.03,0.87,0.93,0.89,0.97
super-tux.csv,0.72,0.98,1.0,0.2,0.94,1.0,1.0,0.87,1.0
tencompetence.csv,0.77,0.92,0.95,0.74,0.78,0.77,0.74,0.04,0.85
utgb.csv,0.0,0.61,0.46,0.77,0.94,0.63,0.65,0.71,0.96
