,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.2,0.94,0.06,0.59,0.46,0.19,0.49,0.54,0.21
ipfilter.csv,0.7,0.2,0.34,0.79,0.66,0.34,1.0,0.79,0.52
mesa3d.csv,0.19,0.12,0.37,0.35,0.19,0.88,0.53,0.36,0.24
nassp.csv,0.47,0.16,0.96,0.06,0.4,0.31,0.58,0.32,0.0
rockbox.csv,0.53,0.25,0.38,0.58,0.31,0.41,0.64,0.39,1.0
soar.csv,0.51,0.23,0.33,0.94,0.98,0.33,0.7,0.72,0.53
super-tux.csv,0.69,0.23,0.34,0.99,0.11,0.35,0.82,0.6,0.54
tencompetence.csv,0.44,0.09,0.11,0.44,0.47,0.25,0.41,0.98,0.23
utgb.csv,1.0,0.28,0.5,0.41,0.63,0.35,0.52,0.48,0.08
