,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.5,0.99,0.35,0.47,0.56,0.7,0.44,0.13,0.44,0.29,0.2,0.7,0.34
bdbbasic.csv,0.29,0.71,0.4,0.53,1.0,0.72,0.65,0.1,0.39,0.29,0.3,0.92,0.36
foursquared.csv,0.0,1.0,0.63,1.0,0.0,0.75,1.0,0.0,0.56,0.0,0.25,1.0,1.0
impala.csv,0.7,0.66,0.14,0.15,0.2,0.51,0.35,1.0,0.19,0.3,0.13,0.61,0.15
jicarilla.csv,0.94,0.57,0.25,0.0,0.5,0.3,0.32,0.16,0.19,0.5,0.0,0.0,0.1
ng4j.csv,0.0,0.79,0.42,0.49,0.69,0.79,0.52,0.08,0.38,0.29,0.24,0.83,1.0
open-data-kit.csv,0.27,0.0,0.4,0.33,0.38,1.0,0.47,0.1,0.45,0.35,0.26,0.79,0.3
pentahoanalysistool.csv,0.65,0.81,1.0,0.58,1.0,0.62,0.57,0.05,0.76,0.0,0.67,0.8,1.0
tradelink.csv,0.0,0.71,0.63,0.67,0.67,0.75,0.74,0.11,0.45,0.5,1.0,0.0,0.4
turbotrader-bos.csv,0.11,0.67,0.42,0.44,0.42,0.77,0.61,0.13,0.99,0.28,0.21,0.85,0.26
ultimairis.csv,0.5,0.69,0.32,0.33,0.32,0.67,0.43,0.15,0.35,0.95,0.25,0.79,0.27
wikipediardware.csv,0.4,0.68,0.37,0.38,0.36,0.7,0.45,0.12,0.36,0.29,0.19,1.0,0.25
yafdotnet.csv,0.0,0.67,0.4,0.38,0.33,0.7,1.0,0.1,0.48,0.37,0.21,0.67,0.31
