,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.7,0.98,0.67,0.92,0.79,0.58,0.58,0.64,0.75,0.34,0.63,0.18,0.75
bdbbasic.csv,0.18,0.56,0.63,0.67,0.84,0.5,0.55,0.44,0.83,0.34,0.68,0.29,0.4
foursquared.csv,0.0,0.01,0.44,0.96,0.0,0.04,0.01,0.0,0.2,0.0,0.05,0.05,0.05
impala.csv,0.85,0.55,0.19,0.21,0.53,0.36,0.51,0.8,0.21,0.87,0.42,0.37,0.45
jicarilla.csv,0.97,0.08,0.04,0.0,0.05,0.04,0.12,0.12,0.02,0.06,0.0,0.0,0.05
ng4j.csv,0.0,0.49,0.7,0.88,0.58,0.63,0.47,0.28,0.79,0.55,0.58,0.39,0.95
open-data-kit.csv,0.09,0.0,0.81,0.83,0.63,0.99,0.72,0.6,0.62,0.7,0.74,0.39,0.5
pentahoanalysistool.csv,0.39,0.13,0.89,0.29,0.05,0.13,0.17,0.08,0.46,0.0,0.32,0.21,0.15
tradelink.csv,0.0,0.3,0.44,0.42,0.11,0.08,0.15,0.08,0.3,0.06,0.84,0.0,0.1
turbotrader-bos.csv,0.03,0.54,0.59,0.29,0.53,0.26,0.21,0.32,0.94,0.11,0.53,0.29,0.45
ultimairis.csv,0.82,0.49,0.78,0.79,0.63,0.71,0.51,0.88,0.73,0.89,0.58,0.29,0.7
wikipediardware.csv,0.67,0.9,0.93,0.88,0.95,0.79,0.88,0.96,0.94,0.72,0.68,0.97,0.8
yafdotnet.csv,0.0,0.95,0.74,0.58,0.42,0.55,0.97,0.44,0.73,0.47,0.74,0.32,0.6
