,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.6,0.98,0.61,0.77,0.78,0.58,0.55,0.57,0.69,0.37,0.56,0.21,0.69
bdbbasic.csv,0.21,0.55,0.61,0.68,0.87,0.53,0.59,0.45,0.64,0.37,0.66,0.34,0.44
foursquared.csv,0.0,0.01,0.49,0.97,0.0,0.05,0.01,0.0,0.24,0.0,0.06,0.06,0.06
impala.csv,0.81,0.52,0.22,0.23,0.4,0.37,0.46,0.83,0.24,0.29,0.4,0.37,0.31
jicarilla.csv,0.97,0.1,0.05,0.0,0.06,0.05,0.14,0.15,0.02,0.07,0.0,0.0,0.06
ng4j.csv,0.0,0.52,0.67,0.77,0.62,0.64,0.5,0.31,0.64,0.51,0.58,0.43,0.96
open-data-kit.csv,0.11,0.0,0.69,0.4,0.62,0.99,0.63,0.48,0.62,0.62,0.67,0.43,0.52
pentahoanalysistool.csv,0.44,0.16,0.91,0.34,0.06,0.16,0.2,0.1,0.51,0.0,0.37,0.25,0.18
tradelink.csv,0.0,0.34,0.49,0.47,0.13,0.1,0.18,0.1,0.34,0.07,0.87,0.0,0.12
turbotrader-bos.csv,0.04,0.52,0.6,0.33,0.56,0.3,0.25,0.36,0.95,0.13,0.53,0.33,0.47
ultimairis.csv,0.58,0.5,0.55,0.46,0.6,0.61,0.51,0.64,0.59,0.91,0.58,0.33,0.59
wikipediardware.csv,0.33,0.43,0.65,0.57,0.71,0.67,0.55,0.09,0.46,0.46,0.52,0.98,0.46
yafdotnet.csv,0.0,0.24,0.67,0.56,0.45,0.56,0.98,0.44,0.7,0.5,0.59,0.35,0.59
