,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.58,0.98,0.46,0.62,0.65,0.63,0.5,0.21,0.56,0.31,0.3,0.29,0.47
bdbbasic.csv,0.22,0.62,0.49,0.59,0.91,0.59,0.59,0.17,0.53,0.31,0.41,0.44,0.38
foursquared.csv,0.0,0.02,0.52,0.98,0.0,0.08,0.02,0.0,0.3,0.0,0.09,0.1,0.1
impala.csv,0.77,0.6,0.16,0.17,0.29,0.42,0.41,0.89,0.2,0.45,0.2,0.46,0.23
jicarilla.csv,0.96,0.14,0.06,0.0,0.1,0.07,0.17,0.14,0.04,0.11,0.0,0.0,0.07
ng4j.csv,0.0,0.61,0.53,0.63,0.63,0.7,0.5,0.12,0.51,0.38,0.34,0.54,0.97
open-data-kit.csv,0.14,0.0,0.54,0.48,0.47,0.99,0.56,0.17,0.52,0.47,0.39,0.53,0.38
pentahoanalysistool.csv,0.49,0.23,0.94,0.39,0.1,0.22,0.26,0.06,0.57,0.0,0.43,0.33,0.26
tradelink.csv,0.0,0.43,0.52,0.51,0.18,0.14,0.25,0.09,0.36,0.11,0.91,0.0,0.16
turbotrader-bos.csv,0.05,0.6,0.49,0.35,0.47,0.39,0.31,0.18,0.96,0.15,0.3,0.43,0.33
ultimairis.csv,0.62,0.58,0.46,0.47,0.43,0.69,0.46,0.25,0.47,0.92,0.35,0.42,0.39
wikipediardware.csv,0.5,0.77,0.53,0.52,0.52,0.74,0.59,0.21,0.52,0.41,0.3,0.99,0.38
yafdotnet.csv,0.0,0.79,0.52,0.46,0.37,0.62,0.98,0.16,0.58,0.42,0.33,0.43,0.41
