,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.69,0.03,0.65,0.55,0.32,0.6,0.68,0.71,0.54,0.76,0.72,0.84,0.55
bdbbasic.csv,0.91,0.65,0.58,0.45,0.16,0.61,0.5,0.76,0.68,0.76,0.51,0.71,0.65
foursquared.csv,1.0,0.99,0.57,0.04,1.0,0.96,0.99,1.0,0.8,1.0,0.95,0.95,0.95
impala.csv,0.36,0.73,0.97,1.01,0.93,0.87,0.84,0.2,0.91,0.93,0.89,0.9,1.02
jicarilla.csv,0.06,0.93,0.96,1.0,0.95,0.97,0.9,0.88,0.98,0.94,1.0,1.0,0.96
ng4j.csv,1.01,0.57,0.53,0.49,0.43,0.47,0.61,0.86,0.68,0.75,0.61,0.64,0.05
open-data-kit.csv,0.93,1.0,0.59,0.89,0.55,0.01,0.65,0.84,0.54,0.65,0.57,0.67,0.63
pentahoanalysistool.csv,0.63,0.87,0.11,0.72,0.95,0.88,0.84,0.94,0.55,1.0,0.69,0.8,0.85
tradelink.csv,1.0,0.74,0.57,0.59,0.89,0.92,0.85,0.92,0.72,0.94,0.16,1.0,0.9
turbotrader-bos.csv,0.99,0.71,0.55,0.73,0.55,0.75,0.8,0.74,0.06,0.9,0.67,0.72,0.7
ultimairis.csv,0.75,0.68,0.78,0.85,0.63,0.68,0.69,0.7,0.72,0.11,0.6,0.74,0.7
wikipediardware.csv,0.95,0.86,0.72,0.77,0.66,0.63,0.79,0.98,0.85,0.85,0.79,0.03,0.85
yafdotnet.csv,1.04,0.94,0.57,0.65,0.66,0.61,0.03,0.78,0.48,0.64,0.72,0.81,0.61
