,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,3.0,0.0,22.0,19.0,0.0,11.0,8.0
flexpay.csv,2.0,1.0,0.0,20.0,0.0,4.0,16.0
gabel.csv,55.0,70.0,0.0,0.0,0.0,158.0,49.0
genoviz.csv,0.0,1.0,1.0,3.0,50.0,0.0,0.0
img-browse-sort.csv,0.0,1.0,2.0,11.0,0.0,0.0,14.0
ontomorphtab.csv,0.0,2.0,1.0,29.0,0.0,0.0,29.0
passwordsafe.csv,0.0,1.0,0.0,7.0,0.0,0.0,17.0
