,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.52,0.06,0.33,0.5,0.71,0.7,0.53
flexpay.csv,0.33,0.78,0.0,0.27,0.37,0.57,0.53
gabel.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0
genoviz.csv,0.0,0.06,0.0,0.03,0.05,0.0,0.0
img-browse-sort.csv,0.38,0.22,0.29,0.5,0.0,0.03,0.42
ontomorphtab.csv,0.0,0.56,0.72,0.66,0.76,0.5,0.87
passwordsafe.csv,0.38,0.89,0.68,0.41,0.66,0.0,0.71
