,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.05,0.07,0.62,0.26,0.43,0.56,0.29
brlcad.csv,0.76,0.07,0.5,0.0,0.27,0.84,0.0
ftm.csv,0.32,0.16,0.38,0.58,0.36,0.69,0.53
google-web-toolkit.csv,0.16,0.09,0.56,0.79,0.67,0.66,0.82
jcache.csv,0.99,0.79,0.75,0.68,0.74,0.18,0.94
mimosa.csv,0.99,0.82,1.0,0.84,0.69,0.8,0.59
ogre.csv,0.38,0.94,0.5,0.66,0.63,0.57,0.62
