,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.09,0.5,0.24,0.5,0.28,0.35,0.15
brlcad.csv,0.43,0.5,0.34,0.02,0.25,0.73,0.0
ftm.csv,0.33,1.0,0.22,0.26,0.27,0.37,0.07
google-web-toolkit.csv,0.22,0.5,0.35,0.62,0.39,0.41,0.32
jcache.csv,0.83,0.75,0.56,0.52,0.63,0.18,0.17
mimosa.csv,0.83,1.0,0.93,0.21,0.77,0.89,0.2
ogre.csv,0.4,0.0,0.69,0.21,0.66,0.63,0.9
