,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.08,0.12,0.48,0.29,0.53,0.57,0.4
brlcad.csv,0.5,0.13,0.34,0.0,0.37,0.62,0.0
ftm.csv,0.28,0.27,0.32,0.62,0.46,0.65,0.65
google-web-toolkit.csv,0.17,0.16,0.37,0.64,0.69,0.62,0.75
jcache.csv,0.44,0.88,0.36,0.6,0.68,0.26,0.88
mimosa.csv,0.44,0.89,0.34,0.81,0.62,0.57,0.65
ogre.csv,0.3,0.97,0.23,0.69,0.6,0.5,0.46
