,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.16,0.25,0.36,0.12,0.0,0.24,0.25
clamav.csv,0.54,0.61,0.49,0.42,0.17,0.53,0.5
k3b.csv,0.41,0.92,0.51,0.42,0.08,0.54,0.44
kindb.csv,0.3,0.49,0.13,0.5,0.0,0.52,0.12
pclasses.csv,0.18,0.08,0.04,0.17,0.33,0.43,0.19
re2c.csv,0.16,0.02,0.0,0.5,0.14,0.47,0.0
thrust.csv,0.05,0.33,0.17,0.38,0.58,0.47,0.06
