,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.91,0.62,0.62,0.48,0.8,0.41,0.42
clamav.csv,0.43,0.38,0.45,0.42,0.5,0.39,0.34
k3b.csv,0.72,0.42,0.63,0.44,0.88,0.49,0.38
kindb.csv,0.52,0.53,0.7,0.4,0.0,0.39,0.29
pclasses.csv,0.72,0.75,0.5,0.83,0.5,0.74,0.86
re2c.csv,0.82,0.86,0.0,0.62,0.9,0.85,0.0
thrust.csv,0.67,0.7,0.84,0.8,0.48,0.73,0.5
