,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.73,0.68,0.1,0.83,0.85,1.02
foursquared.csv,0.72,0.89,1.01,0.2,1.0,1.01
ifmo-game-1.csv,0.27,1.0,0.7,0.8,1.01,1.05
micomt.csv,0.78,0.7,0.79,0.98,0.21,0.85
voms.csv,0.58,0.21,0.9,0.35,0.54,0.75
