,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.92,0.8,0.7,0.46,1.0,0.03,0.0,1.0,0.86,0.35
fritzing.csv,0.94,0.65,0.99,0.48,0.96,0.01,0.3,0.5,0.5,0.29
jlinalg.csv,1.0,0.45,0.5,0.45,0.93,0.01,0.12,0.32,0.49,0.22
knowledge.csv,0.78,0.35,0.49,0.42,1.0,0.01,0.16,0.33,0.42,0.22
massiv.csv,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
oscarmcmaster.csv,0.92,0.57,0.53,0.79,1.0,0.02,0.0,0.17,0.67,0.98
playerstage.csv,0.94,0.42,0.67,0.98,1.0,0.01,0.0,0.54,0.62,0.26
quarkplusplus.csv,0.94,0.44,0.71,0.63,1.0,0.02,0.11,0.25,1.0,0.29
rtrt-on-gpu.csv,0.9,0.37,0.47,0.41,0.91,0.01,0.89,0.33,0.36,0.23
superwaba.csv,0.9,1.0,0.61,0.54,0.94,0.01,0.17,0.32,0.49,0.22
