,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.46,0.9,0.57,0.92,0.62,0.83,0.0,0.63,0.86,0.83
fritzing.csv,0.53,0.56,0.54,0.52,0.4,0.51,0.8,0.71,0.44,0.45
jlinalg.csv,0.5,0.61,0.45,0.4,0.41,0.46,0.4,0.41,0.56,0.42
knowledge.csv,0.49,0.41,0.43,0.36,0.4,0.42,0.39,0.38,0.5,0.36
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5
oscarmcmaster.csv,0.92,0.67,0.44,0.93,0.88,0.98,0.0,0.83,0.67,0.98
playerstage.csv,0.56,0.61,0.45,0.61,0.48,0.71,0.86,0.77,0.56,0.56
quarkplusplus.csv,0.53,0.94,0.71,0.65,0.8,0.87,0.89,0.67,0.67,0.82
rtrt-on-gpu.csv,0.9,0.85,0.82,0.63,0.59,0.61,0.89,0.93,0.91,0.58
superwaba.csv,0.35,0.54,0.46,0.42,0.38,0.5,0.42,0.38,0.54,0.39
