,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.83,0.42,0.55,0.8,0.57,0.06,0.62
freebios.csv,0.71,0.23,0.78,0.73,0.39,0.0,0.4
k3b.csv,0.74,0.37,0.5,0.85,0.39,0.05,0.39
loki-lib.csv,0.8,0.47,0.49,0.81,0.45,0.11,0.56
powerfolder.csv,0.78,0.41,0.43,0.84,0.53,0.29,0.46
quarkplusplus.csv,0.88,0.5,0.62,0.87,0.58,0.13,0.5
tzod.csv,0.7,0.5,0.49,0.75,0.5,0.07,0.48
