,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.67,0.56,0.22,0.55,0.54,1.0,0.45
freebios.csv,0.46,0.37,0.78,0.41,0.71,0.0,0.72
k3b.csv,0.96,0.96,0.37,0.78,0.46,1.0,0.86
loki-lib.csv,0.67,0.81,0.86,0.5,0.38,0.6,0.62
powerfolder.csv,0.49,0.26,0.06,0.53,0.42,1.0,0.21
quarkplusplus.csv,0.36,0.19,0.1,0.45,0.62,1.0,0.31
tzod.csv,0.24,0.59,0.39,0.47,0.17,0.4,0.34
