,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.4,0.39,0.75,0.42,0.48,0.4,0.67
freebios.csv,0.71,0.53,0.65,0.82,0.64,0.62,0.55
k3b.csv,0.39,0.34,0.53,0.42,0.57,0.36,0.44
loki-lib.csv,0.4,0.36,0.41,0.47,0.5,0.74,0.47
powerfolder.csv,0.39,0.65,0.86,0.43,0.47,0.94,0.77
quarkplusplus.csv,0.59,0.9,0.88,0.5,0.54,0.72,0.78
tzod.csv,0.78,0.5,0.67,0.53,0.75,0.85,0.62
