,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.88,0.32,0.78,0.25,0.55,0.19,0.39,0.39,0.8,0.32,0.68,0.28,0.17,0.28,0.42,0.33,0.29,0.74
encog-cs.csv,0.86,0.26,0.57,0.27,0.55,0.18,0.55,0.45,0.68,0.27,0.72,0.28,0.08,0.27,0.39,0.66,0.26,0.67
geochat.csv,0.55,0.28,0.43,0.24,0.52,0.21,0.44,0.45,0.95,0.25,0.73,0.35,0.11,0.25,0.5,0.5,0.39,0.89
ibatisdb.csv,1.0,0.2,0.44,0.27,0.33,0.29,0.42,0.4,1.0,0.14,0.75,0.61,0.06,0.26,0.43,0.63,0.29,1.0
inkscape.csv,0.87,0.29,0.78,0.29,0.59,0.18,0.36,0.46,0.77,0.31,0.67,0.26,0.08,0.29,0.42,0.55,0.28,0.69
jam-daq.csv,0.92,0.49,0.75,0.28,0.8,0.21,0.66,0.66,1.0,0.53,0.75,0.28,0.2,0.27,0.48,0.55,0.26,0.93
jhotdraw.csv,0.77,0.2,0.55,0.26,0.61,0.43,0.32,0.45,0.72,0.09,0.69,0.3,0.07,0.26,0.37,0.62,0.21,0.51
ninject.csv,0.75,1.0,0.4,0.18,0.62,0.11,0.35,0.36,0.69,0.44,0.78,0.32,0.38,0.18,0.38,0.59,0.24,0.72
ofbiz.csv,0.86,0.37,0.61,0.28,0.53,0.19,0.43,0.38,0.8,0.44,0.79,0.16,0.11,0.29,0.33,0.56,0.3,0.87
oorexx.csv,0.94,0.56,0.58,0.36,0.59,0.28,0.41,0.64,0.61,0.38,0.79,0.47,0.0,0.37,0.4,0.72,0.26,0.81
opentibia.csv,0.96,0.37,0.57,0.23,0.64,0.1,0.34,0.2,0.67,0.33,0.76,0.4,0.15,0.22,0.4,0.62,0.22,0.7
projectts.csv,0.9,0.37,0.61,0.24,0.76,0.18,0.42,0.29,0.8,0.35,0.74,0.23,0.22,0.24,0.4,0.64,0.29,0.94
retromenu.csv,0.92,0.65,0.75,0.38,0.75,0.35,0.47,0.6,0.7,0.62,0.85,0.42,0.25,0.37,0.48,1.0,0.0,1.0
roolo.csv,0.98,0.35,0.65,0.29,0.63,0.21,0.32,0.5,0.69,0.57,0.74,0.16,0.09,0.29,0.43,0.6,0.22,0.67
tango-cs.csv,0.95,0.35,0.69,0.31,0.62,0.23,0.34,0.56,0.69,0.35,0.74,0.19,0.13,0.31,0.52,0.62,0.3,0.84
trinitycore.csv,0.91,0.35,0.67,0.39,0.55,0.22,0.43,0.52,0.68,0.42,0.66,0.11,0.08,0.39,0.36,0.57,0.26,0.62
uface.csv,0.87,0.39,0.58,0.26,0.6,0.18,0.41,0.47,0.68,0.36,0.72,0.32,0.12,0.26,0.46,0.6,0.24,0.97
uwom-server.csv,0.94,0.57,0.7,0.39,0.48,0.28,0.38,0.51,0.72,0.61,0.62,0.32,0.11,0.38,0.41,0.55,0.22,0.77
