,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.49,0.49,0.27,0.28,0.68,0.31,0.52,0.38,0.77,0.33,0.68,0.42,0.29,0.3,0.4,0.1,0.28,0.77
encog-cs.csv,0.89,0.34,0.7,0.42,0.67,0.29,0.61,0.58,0.58,0.39,0.66,0.42,0.15,0.42,0.55,0.62,0.41,0.8
geochat.csv,0.13,0.39,0.21,0.29,0.45,0.34,0.31,0.3,0.41,0.19,0.42,0.39,0.17,0.32,0.31,0.33,0.42,0.37
ibatisdb.csv,0.2,0.08,0.26,0.33,0.09,0.37,0.46,0.08,0.12,0.07,0.08,0.68,0.09,0.34,0.35,0.44,0.31,0.02
inkscape.csv,0.68,0.43,0.75,0.42,0.73,0.31,0.53,0.55,0.86,0.4,0.8,0.41,0.15,0.42,0.55,0.64,0.42,0.79
jam-daq.csv,0.58,0.66,0.41,0.3,0.19,0.32,0.46,0.69,0.14,0.49,0.48,0.26,0.27,0.28,0.39,0.41,0.36,0.37
jhotdraw.csv,0.41,0.25,0.46,0.37,0.47,0.49,0.46,0.28,0.7,0.06,0.66,0.43,0.13,0.38,0.47,0.67,0.16,0.43
ninject.csv,0.34,0.09,0.25,0.23,0.55,0.14,0.2,0.17,0.24,0.51,0.45,0.39,0.56,0.23,0.41,0.57,0.3,0.55
ofbiz.csv,0.51,0.47,0.53,0.4,0.31,0.27,0.49,0.26,0.26,0.39,0.76,0.2,0.2,0.41,0.21,0.35,0.35,0.66
oorexx.csv,0.69,0.49,0.53,0.43,0.44,0.33,0.41,0.63,0.42,0.41,0.35,0.56,0.0,0.44,0.5,0.72,0.32,0.4
opentibia.csv,0.88,0.43,0.39,0.29,0.47,0.07,0.43,0.07,0.68,0.45,0.48,0.54,0.22,0.28,0.5,0.23,0.31,0.47
projectts.csv,0.69,0.53,0.51,0.36,0.61,0.24,0.41,0.16,0.5,0.37,0.49,0.26,0.35,0.35,0.4,0.56,0.41,0.79
retromenu.csv,0.44,0.72,0.13,0.27,0.15,0.31,0.53,0.48,0.32,0.36,0.43,0.29,0.22,0.26,0.53,0.24,0.0,0.26
roolo.csv,0.66,0.49,0.74,0.41,0.61,0.3,0.38,0.49,0.66,0.6,0.66,0.22,0.16,0.41,0.56,0.66,0.31,0.67
tango-cs.csv,0.64,0.51,0.76,0.46,0.51,0.36,0.49,0.65,0.71,0.43,0.69,0.25,0.23,0.45,0.56,0.5,0.44,0.87
trinitycore.csv,0.4,0.45,0.67,0.49,0.5,0.34,0.3,0.6,0.67,0.41,0.68,0.11,0.14,0.5,0.44,0.5,0.2,0.58
uface.csv,0.9,0.56,0.72,0.4,0.68,0.3,0.56,0.64,0.74,0.42,0.8,0.42,0.21,0.4,0.58,0.75,0.39,0.95
uwom-server.csv,0.56,0.57,0.71,0.51,0.44,0.36,0.35,0.62,0.7,0.65,0.57,0.45,0.18,0.49,0.5,0.49,0.26,0.57
