,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.66,0.34,0.89,0.66,0.45,0.36,0.45,0.48,0.48,0.55,0.4,0.43,0.57,0.69,0.6,0.83,0.79,0.46
encog-cs.csv,0.44,0.55,0.37,0.44,0.41,0.38,0.48,0.42,0.51,0.41,0.48,0.43,0.45,0.44,0.35,0.5,0.39,0.42
geochat.csv,0.91,0.42,0.93,0.74,0.59,0.4,0.97,0.86,0.95,0.75,0.69,0.61,0.68,0.68,0.95,0.83,0.67,0.96
ibatisdb.csv,0.89,0.8,0.72,0.61,0.83,0.58,0.56,0.8,0.8,0.86,0.92,0.63,0.71,0.59,0.63,0.63,0.77,0.0
inkscape.csv,0.47,0.35,0.45,0.5,0.44,0.36,0.35,0.45,0.43,0.49,0.36,0.42,0.38,0.51,0.41,0.39,0.44,0.42
jam-daq.csv,0.53,0.35,0.88,0.69,0.8,0.44,0.86,0.42,0.83,0.65,0.52,0.69,0.8,0.72,0.74,0.68,0.46,0.85
jhotdraw.csv,0.97,0.6,0.68,0.6,0.83,0.83,0.4,0.95,0.57,0.91,0.56,0.55,0.41,0.58,0.49,0.5,0.95,0.71
ninject.csv,0.96,0.0,0.85,0.7,0.76,0.61,0.96,0.93,0.94,0.63,0.67,0.64,0.69,0.7,0.54,0.44,0.57,0.6
ofbiz.csv,0.63,0.45,0.61,0.56,0.67,0.55,0.54,0.71,0.93,0.56,0.46,0.58,0.5,0.55,0.95,0.94,0.61,0.52
oorexx.csv,0.42,0.69,0.44,0.52,0.59,0.68,0.57,0.61,0.59,0.62,0.82,0.55,0.88,0.52,0.39,0.42,0.74,0.78
opentibia.csv,0.46,0.53,0.87,0.66,0.77,0.97,0.43,0.9,0.39,0.46,0.58,0.52,0.77,0.67,0.45,0.88,0.53,0.65
projectts.csv,0.57,0.35,0.55,0.44,0.84,0.52,0.65,0.94,0.77,0.43,0.51,0.52,0.61,0.45,0.6,0.54,0.44,0.42
retromenu.csv,0.46,0.38,0.75,0.84,0.75,0.98,0.4,0.57,0.61,0.88,0.6,0.84,0.75,0.87,0.43,0.8,0.0,0.94
roolo.csv,0.5,0.39,0.4,0.57,0.49,0.63,0.62,0.66,0.51,0.7,0.54,0.56,0.38,0.58,0.45,0.42,0.48,0.55
tango-cs.csv,0.43,0.35,0.35,0.42,0.46,0.45,0.37,0.4,0.44,0.45,0.42,0.49,0.46,0.43,0.44,0.54,0.4,0.4
trinitycore.csv,0.61,0.51,0.44,0.55,0.42,0.49,0.86,0.46,0.51,0.74,0.5,0.86,0.42,0.54,0.44,0.5,0.95,0.6
uface.csv,0.45,0.31,0.37,0.42,0.46,0.33,0.36,0.36,0.42,0.43,0.35,0.38,0.38,0.42,0.36,0.38,0.37,0.37
uwom-server.csv,0.46,0.48,0.39,0.5,0.42,0.61,0.59,0.47,0.4,0.78,0.52,0.55,0.54,0.5,0.44,0.48,0.68,0.56
