,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.74,0.98,0.84,0.75,1.01,0.96,0.7,0.8,0.49,0.77,0.73,0.81,0.4,0.73,0.71,0.96,0.76,0.59
encog-cs.csv,1.0,0.81,0.91,0.87,0.94,0.91,0.44,0.87,0.72,1.04,0.63,0.77,0.84,0.86,0.97,0.61,0.87,0.98
geochat.csv,1.02,0.87,0.9,0.74,0.79,0.8,0.78,0.81,0.74,0.88,0.74,0.62,0.67,0.7,0.79,0.83,0.58,0.77
ibatisdb.csv,0.89,0.96,0.87,0.69,0.96,0.57,0.63,0.96,0.94,0.96,0.96,0.28,0.85,0.68,0.75,0.72,0.71,0.99
inkscape.csv,0.73,1.01,0.4,0.65,0.93,0.99,1.0,0.74,0.68,0.79,1.0,0.98,1.0,0.63,0.74,0.95,0.67,0.84
jam-daq.csv,0.63,0.49,0.73,0.73,0.89,0.65,0.66,0.41,0.92,0.59,0.69,0.78,0.62,0.76,0.71,0.78,0.66,0.77
jhotdraw.csv,0.93,0.91,0.75,0.71,0.71,0.47,0.96,0.83,0.67,0.99,0.69,0.69,0.97,0.71,0.78,0.7,0.88,0.94
ninject.csv,0.93,0.95,0.9,0.83,0.66,0.88,0.88,0.9,0.87,0.57,0.71,0.62,0.15,0.83,0.72,0.71,0.71,0.66
ofbiz.csv,0.76,0.63,0.67,0.66,0.83,0.7,0.61,0.85,0.85,0.69,0.48,0.89,0.62,0.65,0.87,0.8,0.65,0.49
oorexx.csv,0.52,0.59,0.69,0.56,0.73,0.65,0.67,0.48,0.82,0.68,0.79,0.41,1.01,0.55,0.72,0.49,0.69,0.74
opentibia.csv,0.32,0.64,0.76,0.74,0.69,0.96,0.76,0.97,0.83,0.87,0.69,0.46,0.63,0.76,0.75,0.87,0.76,0.71
projectts.csv,0.61,0.72,0.67,0.77,0.53,0.74,0.68,0.92,0.67,0.72,0.69,0.78,0.32,0.77,0.72,0.64,0.61,0.33
retromenu.csv,0.73,0.28,0.93,0.79,0.92,0.73,0.55,0.64,0.82,0.75,0.72,0.78,0.8,0.81,0.59,0.86,1.0,0.85
roolo.csv,0.51,0.74,0.64,0.65,0.63,0.65,0.78,0.65,0.74,0.44,0.6,0.9,0.96,0.64,0.75,0.73,0.77,0.75
tango-cs.csv,0.54,0.82,0.55,0.64,0.68,0.61,0.93,0.56,0.78,0.7,0.6,0.84,0.62,0.64,0.54,0.69,0.65,0.35
trinitycore.csv,0.77,0.66,0.55,0.48,0.75,0.68,0.79,0.61,0.78,0.67,0.8,0.94,0.91,0.47,0.8,0.73,0.85,0.81
uface.csv,1.0,0.73,0.94,0.89,0.74,0.94,0.73,0.93,0.9,0.7,0.74,0.6,0.67,0.88,0.63,0.96,0.97,0.09
uwom-server.csv,0.63,0.47,0.49,0.46,0.84,0.57,0.73,0.65,0.67,0.39,0.82,0.58,0.61,0.48,0.69,0.76,0.77,0.61
