,recall,precision,pf,pci_20,ifa,wins
arm-webradio.csv,0.35,0.525,0.24,0.8,2.0,14
aztec.csv,0.28500000000000003,0.48,0.215,0.715,0.5,15
bl-toolkit.csv,0.685,0.405,0.72,0.47,1.5,3
co-ode-owl-plugins.csv,0.425,0.5,0.37,0.69,2.0,9
gbif-indexingtoolkit.csv,0.56,0.435,0.5249999999999999,0.645,1.5,8
gnukeda.csv,0.5549999999999999,0.37,0.62,0.555,2.5,1
motu.csv,0.655,0.44999999999999996,0.6799999999999999,0.425,3.0,0
oscarmcmaster.csv,0.53,0.575,0.35,0.485,1.5,12
pamguard.csv,0.435,0.395,0.385,0.555,2.0,4
prelude.csv,0.9,0.41000000000000003,0.9,0.4,2.0,2
qdvdauthor.csv,0.485,0.475,0.47,0.68,1.0,10
qlc.csv,0.41500000000000004,0.42000000000000004,0.31,0.42,0.0,7
scite-ru.csv,0.855,0.535,0.775,0.445,2.0,6
tencompetence.csv,0.2,0.5,0.24,0.8200000000000001,2.0,11
trackit.csv,0.425,0.51,0.435,0.75,1.5,13
yaprm.csv,0.455,0.485,0.39,0.495,2.0,5
