,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.29,0.99,0.28,0.37,0.16,0.15,0.07,0.61,0.25,0.35,0.3,0.89,0.27,0.23
chrysalis.csv,0.24,0.14,0.13,0.41,0.09,0.0,0.5,0.48,0.1,0.0,0.0,0.59,0.29,0.98
etics.csv,0.96,0.39,0.36,0.33,0.39,0.2,0.36,0.33,0.23,0.24,0.6,0.59,0.22,0.12
flexpay.csv,0.19,0.61,0.14,0.22,0.36,0.12,0.0,0.81,0.94,0.41,0.24,0.01,0.14,0.25
ifmo-game-1.csv,0.0,0.04,0.0,0.09,0.15,1.0,0.0,0.0,0.0,0.0,0.35,0.0,0.21,0.0
jcl.csv,0.29,0.29,0.23,0.13,0.4,0.0,0.16,0.05,0.07,0.36,0.42,0.11,0.78,0.12
linuxsh.csv,0.36,0.22,0.95,0.0,0.08,0.13,0.0,0.33,0.25,0.0,0.34,0.42,0.2,0.24
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
openmeetings.csv,0.48,0.3,0.27,0.98,0.29,0.19,0.21,0.23,0.26,0.38,0.59,0.7,0.3,0.29
plato.csv,0.26,0.57,0.25,0.37,0.27,0.17,0.0,1.0,0.29,0.42,0.47,0.96,0.12,0.29
projecteqemu.csv,0.5,0.28,0.17,0.49,0.43,0.08,0.57,0.33,0.19,0.14,0.96,0.08,0.3,0.15
scite-ru.csv,0.32,0.64,0.3,0.27,0.93,0.18,0.17,0.78,0.27,0.12,0.49,0.88,0.22,0.26
uclmda.csv,0.12,0.41,0.32,0.39,0.37,0.0,0.11,0.37,0.31,0.31,0.41,1.0,0.22,0.22
vrjuggler.csv,0.27,0.62,0.28,0.21,0.47,0.16,0.27,0.89,0.25,1.0,0.6,0.68,0.22,0.25
