,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,3.0,0.0,3.0,7.0,6.0,3.0,22.0,0.0,0.0,11.0,0.0,1.0,7.0,34.0
chrysalis.csv,2.0,6.0,0.0,3.0,0.0,83.0,0.0,0.0,5.0,74.0,80.0,0.0,2.0,0.0
etics.csv,0.0,0.0,1.0,28.0,6.0,4.0,12.0,1.0,1.0,7.0,0.0,1.0,17.0,11.0
flexpay.csv,0.0,0.0,1.0,30.0,9.0,5.0,68.0,0.0,0.0,13.0,0.0,2.0,6.0,20.0
ifmo-game-1.csv,54.0,0.0,65.0,0.0,1.0,0.0,68.0,49.0,513.0,74.0,0.0,168.0,3.0,160.0
jcl.csv,0.0,9.0,11.0,39.0,0.0,83.0,17.0,0.0,3.0,14.0,0.0,0.0,0.0,18.0
linuxsh.csv,0.0,7.0,0.0,155.0,2.0,5.0,68.0,0.0,2.0,74.0,2.0,0.0,2.0,0.0
mvdsv.csv,54.0,203.0,65.0,155.0,72.0,83.0,0.0,49.0,513.0,74.0,0.0,168.0,115.0,160.0
openmeetings.csv,1.0,1.0,2.0,0.0,4.0,1.0,11.0,0.0,11.0,5.0,0.0,0.0,7.0,2.0
plato.csv,14.0,4.0,0.0,3.0,2.0,2.0,68.0,0.0,10.0,1.0,0.0,2.0,7.0,36.0
projecteqemu.csv,1.0,1.0,6.0,4.0,0.0,11.0,2.0,0.0,20.0,5.0,0.0,0.0,0.0,11.0
scite-ru.csv,0.0,0.0,12.0,45.0,0.0,2.0,35.0,0.0,2.0,10.0,3.0,2.0,7.0,42.0
uclmda.csv,1.0,0.0,13.0,10.0,5.0,83.0,6.0,0.0,2.0,13.0,1.0,0.0,1.0,6.0
vrjuggler.csv,0.0,0.0,5.0,45.0,6.0,4.0,14.0,0.0,2.0,0.0,0.0,2.0,7.0,42.0
