,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.46,0.55,0.37,0.41,0.51,0.2,0.24,0.46,0.63,0.21,0.35,0.98,0.55,0.52,0.31,0.53
arcallians.csv,0.5,0.61,0.76,0.55,0.97,0.09,0.16,0.5,0.44,0.28,0.5,0.43,0.54,0.49,0.38,0.4
arianne.csv,0.98,0.5,0.74,0.47,0.65,0.23,0.23,0.31,0.64,0.58,0.29,0.59,0.56,0.52,0.28,0.5
aztec.csv,0.51,0.35,0.5,0.09,0.3,0.91,0.19,0.05,0.38,0.42,0.21,0.67,0.37,0.23,0.2,0.13
bl-toolkit.csv,0.62,0.55,0.99,0.6,0.67,0.16,0.19,0.4,0.61,0.61,0.32,0.77,0.55,0.47,0.45,0.54
clamav.csv,0.46,0.59,0.35,0.34,0.56,0.14,0.25,0.38,0.6,0.87,0.34,0.61,0.49,0.51,0.38,0.55
gnupdate.csv,0.49,0.58,0.21,0.59,0.68,0.23,0.43,0.26,0.61,0.45,0.95,0.51,0.5,0.48,0.26,0.5
les-indemodables.csv,0.18,0.51,0.39,0.57,0.54,0.06,0.45,0.23,0.54,0.3,0.24,0.23,0.39,0.45,0.32,0.96
mbse.csv,0.44,0.54,0.53,0.3,0.6,0.15,0.31,0.9,0.47,0.44,0.29,0.69,0.47,0.45,0.32,0.39
ns-3-dev-def-routing.csv,0.31,0.48,0.4,0.4,0.54,0.24,0.44,0.37,0.22,0.49,0.17,0.51,0.44,0.99,0.36,0.62
openxava.csv,0.45,0.48,0.43,0.07,0.06,0.06,1.0,0.32,0.29,0.55,0.18,0.59,0.37,0.33,0.31,0.61
phonon-vlc-mplayer.csv,0.48,0.63,0.73,0.99,0.6,0.25,0.2,0.31,0.58,0.52,0.31,0.56,0.61,0.48,0.3,0.5
qgis.csv,0.51,0.98,0.62,0.49,0.54,0.13,0.19,0.37,0.55,0.39,0.33,0.55,0.49,0.49,0.41,0.53
vars-redux.csv,0.39,0.59,0.53,0.51,0.54,0.24,0.3,0.47,1.0,0.33,0.3,0.58,0.52,0.49,0.36,0.58
xapian.csv,0.52,0.56,0.81,0.56,0.66,0.15,0.18,0.41,0.53,0.52,0.32,0.75,0.53,0.57,0.96,0.55
yafdotnet.csv,0.55,0.58,0.64,0.42,0.69,0.13,0.3,0.41,0.5,0.49,0.24,0.48,0.97,0.53,0.38,0.51
