,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.67,0.57,0.77,0.65,0.63,0.83,0.66,0.56,0.52,0.87,0.58,0.04,0.61,0.62,0.72,0.57
arcallians.csv,0.71,0.61,0.63,0.43,0.05,0.85,0.96,0.47,0.68,0.81,0.47,0.72,0.58,0.63,0.61,0.77
arianne.csv,0.03,0.7,0.57,0.54,0.69,0.61,0.61,0.76,0.51,0.48,0.67,0.69,0.61,0.67,0.74,0.68
aztec.csv,0.89,0.8,0.7,1.09,0.93,0.13,0.68,0.97,0.83,0.76,0.92,0.69,0.75,0.86,0.88,0.94
bl-toolkit.csv,0.52,0.62,0.02,0.38,0.81,0.7,0.99,1.0,0.65,0.59,1.0,0.98,0.67,0.7,0.51,0.98
clamav.csv,0.68,0.55,0.81,0.7,0.62,0.68,0.56,0.64,0.64,0.16,0.6,0.6,0.62,0.64,0.63,0.52
gnupdate.csv,0.73,0.73,0.88,0.44,0.67,0.72,0.63,0.83,0.61,0.71,0.1,0.69,0.6,0.66,0.78,0.68
les-indemodables.csv,0.9,0.62,0.76,0.53,0.6,0.96,0.45,0.82,0.56,0.8,0.75,0.87,0.73,0.65,0.77,0.08
mbse.csv,0.91,0.65,0.8,0.86,0.78,0.77,0.45,0.17,0.72,0.73,0.83,0.76,0.73,0.71,0.89,0.75
ns-3-dev-def-routing.csv,0.81,0.66,0.77,0.65,0.77,0.52,0.45,0.78,0.9,0.71,0.84,0.72,0.68,0.02,0.65,0.47
openxava.csv,0.69,0.65,0.74,0.98,1.03,0.97,0.0,0.77,0.81,0.56,0.83,0.72,0.74,0.76,0.72,0.46
phonon-vlc-mplayer.csv,0.66,0.61,0.69,0.02,0.76,0.64,0.99,0.76,0.57,0.75,0.79,0.63,0.49,0.63,0.71,0.68
qgis.csv,0.63,0.03,0.6,0.51,0.62,0.73,0.68,0.66,0.57,0.7,0.64,0.66,0.62,0.62,0.57,0.54
vars-redux.csv,0.74,0.54,0.64,0.56,0.6,0.75,0.53,0.51,0.0,0.76,0.66,0.58,0.58,0.62,0.7,0.49
xapian.csv,0.62,0.69,0.46,0.42,0.98,0.69,1.0,0.86,0.66,0.95,0.98,0.94,0.57,0.64,0.08,0.94
yafdotnet.csv,0.66,0.75,0.69,0.59,0.71,0.72,0.47,0.79,0.69,0.9,0.75,0.71,0.04,0.62,0.65,0.6
