,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.93,0.1,0.0,0.32,0.41,0.97,0.23,0.0,0.38,0.13,0.5,0.3,0.35,0.38,0.19,0.59,0.6,0.39,0.29,0.89
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
free-evolution.csv,0.0,0.48,0.76,0.17,0.5,0.45,0.12,0.71,0.09,0.32,0.55,0.53,0.43,0.11,0.52,0.29,0.57,0.93,0.39,0.0
gtad.csv,1.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.11,0.0,0.0,0.02,0.0,0.05,0.0
gusanos.csv,0.83,0.51,0.45,0.63,0.74,0.71,0.37,0.33,0.61,0.48,0.66,0.51,0.59,0.35,0.99,0.64,0.68,0.59,0.57,0.69
kaffeine.csv,0.3,0.05,0.0,0.98,0.7,0.65,0.54,0.05,0.68,0.64,0.68,0.21,0.27,0.41,0.27,0.58,0.09,0.21,0.36,0.67
lcfizvtop.csv,0.54,0.53,0.0,0.36,0.4,0.54,0.12,0.45,0.45,0.07,0.47,0.39,0.28,0.93,0.38,0.55,0.51,0.34,0.48,0.71
m-a-d-n-e-s-s.csv,0.84,0.56,0.0,0.4,0.52,0.54,0.68,0.24,0.54,0.37,0.53,0.57,0.97,0.57,0.44,0.63,0.44,0.43,0.42,0.34
m-m-m.csv,0.76,0.56,0.48,0.51,0.61,0.5,0.98,0.4,0.65,0.66,0.24,0.58,0.67,0.47,0.67,0.62,0.64,0.45,0.53,0.21
mediaportal.csv,0.0,0.04,0.0,0.0,0.23,0.43,0.17,0.12,0.37,0.52,0.27,0.15,0.1,0.0,0.04,0.63,0.93,0.04,0.07,0.0
mvnforum.csv,0.0,0.44,0.41,0.07,0.41,0.2,0.05,0.51,0.24,0.91,0.29,0.17,0.15,0.11,0.25,0.07,0.17,0.18,0.22,0.0
myfaces.csv,0.51,0.54,0.44,0.68,0.16,0.46,0.39,0.0,0.25,0.44,0.86,0.41,0.52,0.6,0.37,0.27,0.57,0.34,0.5,0.44
nh3d.csv,0.0,0.0,1.0,0.1,0.22,0.05,0.0,0.55,0.24,0.0,0.2,0.13,0.05,0.0,0.01,0.17,0.19,0.11,0.15,0.0
ogrehg.csv,0.93,0.42,0.52,0.44,0.74,0.57,0.15,0.69,0.57,0.52,0.66,0.97,0.56,0.4,0.29,0.53,0.64,0.34,0.37,0.71
pnotepad.csv,0.51,0.32,0.0,0.7,0.63,0.41,0.61,0.24,0.62,0.47,0.53,0.6,0.56,0.7,0.27,0.59,0.36,0.64,0.98,0.41
pydev.csv,0.54,0.65,0.72,0.27,0.31,0.63,0.34,0.23,0.31,0.2,0.44,0.52,0.39,0.11,0.11,0.88,0.57,0.25,0.45,0.72
sarasvati.csv,0.0,0.46,0.0,0.22,0.77,0.05,0.0,0.24,0.0,0.13,0.02,0.01,0.19,0.21,0.25,0.04,0.09,0.18,0.23,0.0
taokgame.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,0.0,0.12,0.01,0.0,0.0,0.18,0.2,0.04,0.04,0.05,0.0
tokratan.csv,0.0,0.16,0.73,0.37,0.11,0.14,0.1,0.0,1.0,0.07,0.15,0.35,0.32,0.4,0.25,0.2,0.12,0.28,0.26,0.81
wgs-assembler.csv,0.0,0.92,0.53,0.19,0.5,0.37,0.02,0.23,0.3,0.07,0.46,0.25,0.32,0.11,0.47,0.29,0.43,0.35,0.34,0.44
