,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.85,0.94,0.14,0.82,0.64,0.95,0.91,0.83,0.77,0.52,0.37,0.61,0.95,0.76,0.71,0.4
customsagetv.csv,0.23,0.18,0.0,0.18,0.41,0.2,0.28,0.0,0.23,0.29,0.2,0.16,0.41,0.1,0.19,0.88
fluidium.csv,0.04,0.04,0.0,0.27,0.0,0.3,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.67,0.02,0.12
guineu.csv,0.58,0.65,0.74,0.55,0.68,0.85,0.47,0.52,0.38,0.43,0.62,0.79,0.36,0.9,0.31,0.81
inkscape.csv,0.54,0.78,1.0,1.0,0.18,0.15,0.74,0.61,0.85,0.75,0.15,1.0,0.84,1.0,0.95,0.98
mpqc.csv,0.31,0.09,0.07,0.0,0.23,0.5,0.14,0.43,0.15,0.36,0.64,0.39,0.25,0.71,0.15,0.52
nsis.csv,0.73,0.61,0.69,0.27,0.55,0.75,0.84,0.39,0.69,0.71,0.7,0.82,0.8,0.24,0.75,0.54
octave.csv,0.35,0.43,0.05,0.18,0.55,0.25,0.23,0.57,0.08,0.5,0.31,0.42,0.2,0.71,0.22,0.04
owfs.csv,0.96,0.84,0.95,0.36,0.73,0.5,0.67,0.61,1.0,0.93,0.67,0.84,0.89,0.62,0.76,0.06
owlib.csv,0.81,0.67,0.33,0.73,0.68,0.25,0.63,0.61,0.62,0.59,0.45,0.37,0.75,0.48,0.34,0.85
pamguard.csv,0.5,0.46,0.55,0.64,0.59,0.45,0.67,0.7,0.77,0.36,0.27,0.68,0.89,0.14,0.63,0.38
prelude.csv,0.96,0.99,0.86,1.0,1.0,0.75,1.0,0.87,0.85,0.96,0.6,0.84,0.93,0.71,0.93,0.96
robocode.csv,0.85,0.63,0.02,0.55,0.68,0.6,0.84,0.78,0.85,0.61,0.37,0.37,0.84,0.62,0.47,0.63
uwom-server.csv,0.31,0.35,0.02,0.18,0.5,0.35,0.7,0.3,0.85,0.66,0.21,0.53,0.07,0.52,0.36,0.13
zengine.csv,1.0,0.98,0.83,0.73,1.0,1.0,0.98,1.0,0.92,1.0,0.88,0.84,1.0,0.52,0.97,0.96
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69,0.81
