,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.0,0.0,0.26,0.8,0.24,0.46,0.42,0.24,0.5
ipfilter.csv,0.94,0.92,0.85,0.8,0.8,0.8,0.0,0.82,0.59
mesa3d.csv,0.16,0.12,0.09,0.4,0.08,0.01,0.63,0.16,0.12
nassp.csv,0.29,0.22,0.0,0.0,0.36,0.1,0.53,0.23,0.06
rockbox.csv,0.65,0.53,0.72,0.2,0.56,0.41,0.53,0.49,0.0
soar.csv,0.58,0.46,0.72,0.2,0.04,0.51,0.53,0.73,0.72
super-tux.csv,0.32,0.99,0.98,0.0,0.0,1.0,1.0,0.51,1.0
tencompetence.csv,0.52,0.34,0.54,0.0,0.48,0.61,0.0,0.0,0.12
utgb.csv,0.0,0.25,0.5,0.6,0.76,0.33,0.63,0.35,0.0
