,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.06,0.88,0.5,0.51,0.35,0.33,0.37,0.42,0.11
ipfilter.csv,0.83,0.77,0.5,0.7,0.81,0.71,1.0,0.9,0.63
mesa3d.csv,0.26,0.17,0.25,0.21,0.03,0.8,0.24,0.2,0.26
nassp.csv,0.43,0.44,1.0,0.25,0.35,0.14,0.28,0.15,0.11
rockbox.csv,0.63,0.67,0.92,0.31,0.52,0.59,0.63,0.37,1.0
soar.csv,0.69,0.4,0.67,0.41,0.97,0.61,0.61,0.86,0.84
super-tux.csv,0.34,0.98,1.0,1.0,0.0,1.0,1.0,0.48,1.0
tencompetence.csv,0.34,0.15,0.33,0.38,0.35,0.54,0.07,0.96,0.26
utgb.csv,0.97,0.29,0.67,0.36,0.81,0.39,0.39,0.3,0.05
