,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.03,0.83,0.83,0.06,0.8,0.78,0.75,0.74,0.82,0.86,0.8,0.53,0.86
apolloplayer.csv,0.76,0.01,0.57,1.03,0.72,0.81,0.74,0.64,0.9,0.75,0.7,1.02,0.66
auber.csv,0.79,0.61,0.96,1.05,0.6,0.62,0.62,0.73,0.66,0.73,0.75,0.82,0.02
irrlicht.csv,0.94,1.0,0.9,0.95,0.97,1.01,0.94,0.88,0.92,0.78,0.01,0.98,0.75
k3d.csv,0.82,0.88,0.95,1.0,0.92,0.92,0.03,0.89,0.89,0.96,0.97,0.82,0.84
nug.csv,0.61,0.73,0.06,0.76,0.67,0.75,0.58,0.64,1.0,0.85,0.59,0.9,0.76
owlapi.csv,0.73,0.8,0.83,1.0,0.76,0.85,0.75,0.79,0.78,0.04,0.71,0.82,0.8
ppcboot.csv,0.73,0.79,0.69,0.64,0.59,0.82,0.73,0.59,0.12,0.77,0.66,1.23,0.6
red5.csv,0.79,0.61,0.49,0.21,0.69,0.87,0.69,0.05,0.65,0.7,0.71,0.76,0.79
redshell.csv,0.91,0.77,0.97,0.62,0.79,0.0,0.98,1.0,1.0,0.74,0.9,0.95,0.81
utgb.csv,0.72,0.65,0.73,1.0,0.04,0.81,0.79,0.59,0.87,0.66,0.81,0.82,0.85
xreal.csv,1.0,0.97,1.0,1.0,1.0,0.96,1.0,0.98,1.0,1.0,0.96,0.0,0.99
