,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.98,0.36,0.32,0.99,0.27,0.42,0.52,0.45,0.47,0.46,0.52,0.82,0.18
apolloplayer.csv,0.51,1.0,0.59,0.0,0.38,0.46,0.37,0.47,0.38,0.53,0.56,0.0,0.41
auber.csv,0.35,0.52,0.21,0.0,0.53,0.52,0.58,0.34,0.41,0.4,0.47,0.41,0.99
irrlicht.csv,0.24,0.0,0.37,0.21,0.23,0.0,0.24,0.42,0.3,0.55,0.99,0.09,0.59
k3d.csv,0.21,0.15,0.07,0.0,0.11,0.11,0.98,0.15,0.13,0.05,0.04,0.24,0.19
nug.csv,0.58,0.58,0.95,0.61,0.59,0.38,0.71,0.64,0.0,0.47,0.57,0.23,0.48
owlapi.csv,0.33,0.45,0.21,0.0,0.33,0.41,0.4,0.33,0.54,0.97,0.43,0.24,0.28
ppcboot.csv,0.59,0.5,0.49,0.74,0.63,0.5,0.49,0.65,0.91,0.56,0.56,0.0,0.62
red5.csv,0.33,0.47,0.65,0.95,0.46,0.24,0.46,0.96,0.56,0.46,0.5,0.42,0.48
redshell.csv,0.32,0.4,0.13,0.75,0.54,1.0,0.09,0.0,0.0,0.52,0.35,0.23,0.49
utgb.csv,0.34,0.43,0.33,0.0,0.97,0.27,0.27,0.58,0.19,0.41,0.24,0.24,0.18
xreal.csv,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.05,1.0,0.01
